scenario_id,road_environment,road_type,pothole_depth,water_depth,ntu,weather,lighting,vehicle_speed,severity
SC356,Rural,Concrete,8,7,195,Drizzle,Night_Streetlights,5.19,Moderate
SC357,Urban,Gravel,5,2,415,Thunderstorm,Dawn,3.09,Moderate
SC358,Urban,Concrete,10,5,243,Foggy,Daylight,6.26,Moderate
SC359,Urban,Dirt,10,2,413,Thunderstorm,Night_Streetlights,8.57,Moderate
SC360,Urban,Dirt,11,7,155,Mist,Night_Dark,6.3,Moderate
SC361,Urban,Asphalt,7,1,97,Cloudy,Dusk,5.66,Low
SC362,Rural,Concrete,20,16,81,Clear,Dusk,5.13,Extreme
SC363,Rural,Dirt,16,11,217,Foggy,Dawn,8.17,Severe
SC364,Urban,Gravel,15,3,110,Mist,Daylight,5.05,Moderate
SC365,Rural,Concrete,17,13,156,Mist,Daylight,3.38,Extreme
SC366,Rural,Dirt,10,8,92,Cloudy,Night_Streetlights,6.9,Moderate
SC367,Urban,Concrete,6,6,171,Drizzle,Night_Streetlights,11.52,Moderate
SC368,Urban,Dirt,20,13,175,Cloudy,Night_Streetlights,6.16,Extreme
SC369,Rural,Dirt,5,1,124,Cloudy,Dawn,2.33,Low
SC370,Rural,Concrete,20,17,180,Cloudy,Night_Streetlights,3.13,Extreme
SC371,Rural,Asphalt,16,1,444,Thunderstorm,Night_Dark,9.19,Moderate
SC372,Urban,Mud,12,4,128,Rainy,Dawn,6.5,Moderate
SC373,Urban,Gravel,12,3,308,Rainy,Dawn,7.88,Moderate
SC374,Rural,Gravel,9,3,102,Cloudy,Night_Dark,10.05,Low
SC375,Rural,Mud,10,5,174,Foggy,Dusk,4.89,Moderate
SC376,Urban,Gravel,6,2,82,Cloudy,Night_Streetlights,9.01,Low
SC377,Urban,Concrete,12,12,150,Cloudy,Dusk,6.89,Severe
SC378,Rural,Mud,17,14,89,Mist,Night_Streetlights,8.34,Extreme
SC379,Rural,Asphalt,16,14,224,Foggy,Dusk,5.27,Extreme
SC380,Urban,Asphalt,16,2,181,Mist,Night_Streetlights,7.34,Moderate
SC381,Rural,Concrete,20,8,332,Thunderstorm,Daylight,10.28,Severe
SC382,Urban,Gravel,15,1,111,Foggy,Night_Streetlights,3.0,Low
SC383,Urban,Dirt,19,14,0,Clear,Daylight,11.92,Severe
SC384,Urban,Dirt,14,2,191,Mist,Daylight,11.33,Moderate
SC385,Urban,Gravel,13,1,127,Mist,Dusk,8.65,Low
SC386,Urban,Concrete,12,6,287,Rainy,Dusk,2.91,Moderate
SC387,Urban,Asphalt,7,2,107,Cloudy,Night_Streetlights,7.19,Low
SC388,Urban,Dirt,8,6,88,Clear,Dusk,3.32,Moderate
SC389,Urban,Asphalt,8,1,200,Rainy,Dawn,5.68,Low
SC390,Urban,Gravel,9,1,255,Rainy,Daylight,7.63,Moderate
SC391,Urban,Mud,11,10,311,Rainy,Dusk,3.51,Severe
SC392,Rural,Dirt,7,1,285,Thunderstorm,Daylight,9.52,Moderate
SC393,Rural,Mud,15,4,143,Drizzle,Night_Streetlights,4.77,Moderate
SC394,Urban,Asphalt,14,12,106,Foggy,Night_Dark,10.48,Severe
SC395,Urban,Gravel,11,11,200,Foggy,Night_Dark,4.96,Severe
SC396,Urban,Asphalt,8,3,247,Rainy,Night_Streetlights,8.38,Moderate
SC397,Urban,Asphalt,9,6,187,Drizzle,Dusk,5.65,Moderate
SC398,Rural,Concrete,5,4,267,Thunderstorm,Dawn,2.14,Moderate
SC399,Urban,Concrete,14,10,91,Clear,Night_Streetlights,7.01,Severe
SC400,Rural,Dirt,7,2,115,Mist,Night_Streetlights,2.84,Low
SC401,Urban,Asphalt,15,12,400,Thunderstorm,Daylight,8.34,Extreme
SC402,Rural,Asphalt,12,0,111,Mist,Night_Streetlights,2.86,Low
SC403,Urban,Dirt,6,2,290,Rainy,Night_Dark,9.42,Moderate
SC404,Urban,Concrete,5,1,63,Clear,Daylight,11.53,Low
SC405,Rural,Mud,9,4,80,Cloudy,Dusk,9.71,Moderate
SC406,Rural,Asphalt,13,8,266,Thunderstorm,Night_Streetlights,4.63,Severe
SC407,Urban,Mud,16,1,247,Rainy,Night_Streetlights,10.59,Moderate
SC408,Rural,Concrete,8,1,108,Cloudy,Dusk,9.41,Low
SC409,Urban,Asphalt,12,0,370,Thunderstorm,Dawn,5.64,Moderate
SC410,Urban,Concrete,18,7,332,Thunderstorm,Dawn,4.48,Severe
SC411,Rural,Gravel,16,3,378,Thunderstorm,Dawn,8.73,Moderate
SC412,Urban,Asphalt,6,3,67,Cloudy,Night_Dark,10.77,Low
SC413,Rural,Gravel,19,0,174,Drizzle,Dawn,4.01,Moderate
SC414,Rural,Mud,12,7,127,Mist,Night_Dark,7.92,Moderate
SC415,Urban,Dirt,12,2,80,Mist,Night_Dark,11.32,Low
SC416,Urban,Asphalt,5,2,100,Foggy,Dusk,9.59,Low
SC417,Rural,Dirt,12,6,62,Clear,Daylight,11.61,Moderate
SC418,Rural,Concrete,12,8,52,Clear,Dawn,9.01,Moderate
SC419,Rural,Gravel,8,8,97,Mist,Dawn,8.37,Moderate
SC420,Urban,Dirt,6,3,133,Foggy,Night_Dark,4.37,Low
SC421,Rural,Gravel,15,10,365,Thunderstorm,Night_Streetlights,4.72,Extreme
SC422,Urban,Asphalt,8,2,77,Cloudy,Night_Dark,3.64,Low
SC423,Rural,Dirt,16,6,235,Rainy,Dawn,5.08,Moderate
SC424,Urban,Gravel,14,13,90,Clear,Daylight,8.97,Severe
SC425,Urban,Asphalt,9,1,432,Thunderstorm,Dusk,4.48,Moderate
SC426,Rural,Gravel,14,4,144,Foggy,Dawn,2.31,Moderate
SC427,Rural,Dirt,12,1,218,Foggy,Night_Dark,3.02,Moderate
SC428,Urban,Concrete,12,2,25,Clear,Dawn,10.24,Low
SC429,Urban,Gravel,13,13,119,Foggy,Night_Dark,2.22,Severe
SC430,Urban,Asphalt,9,1,195,Mist,Night_Streetlights,10.47,Low
SC431,Urban,Gravel,6,1,73,Clear,Night_Streetlights,6.33,Low
SC432,Rural,Dirt,18,5,45,Clear,Night_Streetlights,4.15,Moderate
SC433,Rural,Concrete,9,0,142,Drizzle,Night_Streetlights,8.47,Low
SC434,Rural,Dirt,6,0,171,Foggy,Night_Streetlights,5.83,Low
SC435,Urban,Dirt,12,10,182,Mist,Night_Dark,7.44,Severe
SC436,Rural,Asphalt,20,17,450,Thunderstorm,Dusk,6.85,Extreme
SC437,Rural,Mud,10,0,201,Rainy,Dusk,7.97,Low
SC438,Rural,Asphalt,16,7,20,Clear,Night_Streetlights,3.0,Moderate
SC439,Rural,Concrete,12,9,199,Foggy,Dawn,5.55,Severe
SC440,Urban,Concrete,15,11,57,Cloudy,Night_Dark,9.03,Severe
SC441,Urban,Gravel,20,17,179,Foggy,Daylight,3.76,Extreme
SC442,Urban,Asphalt,12,0,67,Clear,Daylight,6.78,Low
SC443,Urban,Gravel,15,5,485,Thunderstorm,Daylight,10.02,Severe
SC444,Urban,Gravel,9,1,67,Clear,Daylight,10.61,Low
SC445,Rural,Asphalt,8,5,118,Mist,Night_Streetlights,5.23,Moderate
SC446,Rural,Concrete,15,5,431,Thunderstorm,Night_Streetlights,11.69,Severe
SC447,Rural,Mud,10,6,128,Cloudy,Night_Dark,9.34,Moderate
SC448,Urban,Gravel,17,1,96,Cloudy,Dawn,8.02,Low
SC449,Urban,Mud,8,7,98,Mist,Night_Dark,5.31,Moderate
SC450,Urban,Asphalt,10,10,102,Drizzle,Dusk,10.22,Moderate
SC451,Rural,Gravel,11,3,88,Clear,Dusk,2.68,Moderate
SC452,Urban,Gravel,6,3,136,Mist,Dawn,9.33,Low
SC453,Rural,Concrete,16,12,145,Rainy,Night_Streetlights,10.29,Severe
SC454,Urban,Mud,7,0,125,Cloudy,Night_Streetlights,2.2,Low
SC455,Urban,Gravel,10,6,20,Clear,Dusk,9.32,Moderate
SC456,Urban,Mud,20,0,190,Drizzle,Night_Dark,11.42,Moderate
SC457,Rural,Concrete,8,5,102,Cloudy,Dawn,11.74,Moderate
SC458,Rural,Dirt,14,3,92,Mist,Dusk,2.5,Moderate
SC459,Rural,Mud,16,0,159,Cloudy,Dawn,2.88,Low
SC460,Rural,Mud,5,1,93,Cloudy,Dawn,8.38,Low
SC461,Rural,Asphalt,14,12,351,Thunderstorm,Dawn,6.71,Extreme
SC462,Urban,Gravel,17,5,127,Mist,Night_Dark,10.85,Moderate
SC463,Urban,Gravel,13,7,239,Rainy,Dawn,4.63,Severe
SC464,Urban,Gravel,7,5,155,Cloudy,Dawn,11.71,Moderate
SC465,Urban,Mud,17,16,207,Foggy,Dawn,11.66,Extreme
SC466,Urban,Dirt,7,6,302,Rainy,Dusk,2.35,Moderate
SC467,Urban,Mud,10,2,27,Clear,Night_Streetlights,10.08,Low
SC468,Urban,Concrete,18,6,280,Rainy,Dawn,3.48,Severe
SC469,Rural,Mud,7,6,181,Drizzle,Dawn,7.52,Moderate
SC470,Rural,Gravel,18,3,356,Thunderstorm,Dawn,3.5,Moderate
SC471,Urban,Mud,8,4,68,Clear,Night_Dark,10.8,Low
SC472,Rural,Dirt,20,1,164,Rainy,Night_Streetlights,4.75,Moderate
SC473,Rural,Concrete,15,7,6,Clear,Night_Streetlights,9.46,Moderate
SC474,Rural,Gravel,14,4,35,Clear,Dusk,10.43,Moderate
SC475,Urban,Asphalt,19,10,118,Cloudy,Dusk,9.29,Severe
SC476,Urban,Mud,11,6,174,Cloudy,Night_Streetlights,9.59,Moderate
SC477,Urban,Gravel,7,4,229,Foggy,Daylight,6.03,Moderate
SC478,Urban,Mud,11,0,113,Cloudy,Daylight,2.33,Low
SC479,Rural,Asphalt,13,5,185,Mist,Daylight,6.64,Moderate
SC480,Urban,Dirt,12,5,142,Mist,Dawn,7.94,Moderate
SC481,Rural,Concrete,16,11,141,Foggy,Night_Dark,10.38,Severe
SC482,Urban,Gravel,17,1,121,Drizzle,Dawn,10.54,Moderate
SC483,Urban,Concrete,11,4,163,Mist,Daylight,6.1,Moderate
SC484,Urban,Asphalt,10,9,122,Rainy,Daylight,4.24,Moderate
SC485,Rural,Mud,18,12,189,Mist,Dusk,5.49,Extreme
SC486,Urban,Gravel,17,3,121,Rainy,Dusk,7.12,Moderate
SC487,Rural,Gravel,20,2,166,Drizzle,Dawn,11.88,Moderate
SC488,Rural,Gravel,11,2,212,Drizzle,Dusk,9.65,Moderate
SC489,Rural,Asphalt,9,0,163,Mist,Dusk,6.97,Low
SC490,Rural,Gravel,17,1,269,Rainy,Night_Streetlights,9.08,Moderate
SC491,Urban,Mud,20,11,209,Drizzle,Daylight,5.0,Extreme
SC492,Urban,Concrete,20,4,146,Drizzle,Dawn,9.25,Moderate
SC493,Urban,Mud,7,3,125,Mist,Dusk,4.23,Low
SC494,Rural,Gravel,16,8,399,Thunderstorm,Dusk,4.94,Severe
SC495,Rural,Asphalt,7,7,24,Clear,Night_Dark,7.0,Moderate
SC496,Rural,Dirt,9,2,171,Rainy,Dawn,5.43,Moderate
SC497,Rural,Mud,10,1,174,Cloudy,Dusk,5.33,Low
SC498,Rural,Concrete,5,3,115,Mist,Dawn,4.09,Low
SC499,Urban,Concrete,9,9,231,Rainy,Dawn,8.33,Severe
SC500,Rural,Dirt,5,0,256,Rainy,Night_Streetlights,3.99,Low
SC501,Urban,Gravel,11,0,81,Drizzle,Night_Dark,8.27,Low
SC502,Urban,Concrete,14,2,93,Mist,Dusk,5.84,Low
SC503,Rural,Mud,6,2,124,Cloudy,Dawn,6.56,Low
SC504,Rural,Mud,15,15,211,Rainy,Daylight,9.5,Extreme
SC505,Rural,Concrete,12,11,16,Clear,Daylight,4.11,Moderate
SC506,Urban,Asphalt,6,3,81,Clear,Dusk,4.56,Low
SC507,Urban,Mud,8,0,112,Foggy,Dawn,8.9,Low
SC508,Rural,Dirt,13,7,299,Rainy,Dawn,3.53,Severe
SC509,Rural,Asphalt,13,9,275,Rainy,Dawn,9.01,Severe
SC510,Urban,Dirt,8,4,129,Foggy,Night_Dark,9.85,Moderate
SC511,Urban,Dirt,13,13,233,Foggy,Daylight,11.73,Extreme
SC512,Rural,Gravel,6,4,207,Drizzle,Daylight,11.1,Moderate
SC513,Rural,Dirt,5,5,72,Cloudy,Dawn,11.07,Moderate
SC514,Rural,Mud,7,1,115,Cloudy,Dawn,8.44,Low
SC515,Rural,Dirt,6,0,124,Drizzle,Night_Streetlights,10.74,Low
SC516,Rural,Gravel,18,3,274,Thunderstorm,Dusk,10.51,Moderate
SC517,Urban,Asphalt,10,5,341,Thunderstorm,Daylight,10.95,Moderate
SC518,Rural,Mud,16,10,103,Mist,Dawn,3.14,Severe
SC519,Rural,Dirt,20,13,122,Drizzle,Night_Streetlights,3.13,Extreme
SC520,Urban,Asphalt,20,18,86,Clear,Night_Streetlights,6.38,Extreme
SC521,Rural,Mud,5,5,475,Thunderstorm,Dusk,10.39,Severe
SC522,Rural,Concrete,18,14,131,Rainy,Dawn,2.63,Extreme
SC523,Urban,Gravel,12,10,191,Mist,Night_Dark,5.38,Severe
SC524,Urban,Mud,20,11,289,Rainy,Daylight,8.76,Extreme
SC525,Urban,Dirt,6,0,414,Thunderstorm,Night_Dark,11.34,Moderate
SC526,Rural,Mud,10,1,442,Thunderstorm,Night_Streetlights,6.92,Moderate
SC527,Rural,Concrete,12,8,176,Drizzle,Dawn,6.03,Moderate
SC528,Urban,Concrete,19,2,247,Rainy,Night_Streetlights,6.47,Moderate
SC529,Rural,Asphalt,8,6,132,Mist,Dawn,2.36,Moderate
SC530,Urban,Mud,14,14,380,Thunderstorm,Dawn,7.62,Extreme
SC531,Rural,Dirt,12,7,164,Drizzle,Dawn,7.6,Moderate
SC532,Rural,Mud,19,3,92,Mist,Dusk,9.59,Moderate
SC533,Urban,Concrete,14,8,213,Drizzle,Dusk,5.74,Severe
SC534,Urban,Asphalt,9,6,77,Cloudy,Night_Streetlights,4.54,Moderate
SC535,Urban,Concrete,11,7,100,Clear,Night_Streetlights,3.91,Moderate
SC536,Urban,Gravel,6,5,464,Thunderstorm,Night_Streetlights,8.72,Severe
SC537,Rural,Asphalt,9,7,121,Rainy,Night_Dark,7.3,Moderate
SC538,Rural,Asphalt,20,16,449,Thunderstorm,Night_Dark,11.21,Extreme
SC539,Urban,Concrete,8,6,164,Mist,Daylight,8.01,Moderate
SC540,Rural,Gravel,12,4,221,Rainy,Night_Dark,11.64,Moderate
SC541,Rural,Gravel,9,6,404,Thunderstorm,Daylight,9.0,Severe
SC542,Rural,Mud,15,6,301,Thunderstorm,Night_Dark,4.1,Severe
SC543,Rural,Gravel,10,8,149,Mist,Daylight,8.94,Moderate
SC544,Urban,Gravel,20,18,396,Thunderstorm,Dusk,11.43,Extreme
SC545,Rural,Dirt,5,4,277,Thunderstorm,Night_Streetlights,2.25,Moderate
SC546,Urban,Concrete,11,4,176,Mist,Dawn,9.86,Moderate
SC547,Rural,Gravel,14,3,58,Cloudy,Dawn,5.59,Moderate
SC548,Urban,Dirt,12,11,243,Foggy,Night_Dark,5.89,Severe
SC549,Rural,Mud,17,12,133,Mist,Dawn,11.57,Severe
SC550,Urban,Gravel,11,9,99,Clear,Dusk,10.6,Moderate
SC551,Urban,Dirt,11,11,104,Mist,Dusk,4.94,Severe
SC552,Urban,Concrete,8,6,60,Cloudy,Daylight,6.29,Moderate
SC553,Rural,Mud,13,0,134,Cloudy,Daylight,6.66,Low
SC554,Urban,Concrete,6,6,127,Cloudy,Dusk,6.91,Moderate
SC555,Rural,Mud,12,2,66,Clear,Dusk,2.68,Low
SC556,Urban,Mud,17,2,209,Rainy,Night_Dark,4.21,Moderate
SC557,Rural,Concrete,14,3,215,Drizzle,Dusk,6.75,Moderate
SC558,Urban,Mud,19,7,82,Clear,Dusk,8.14,Moderate
SC559,Urban,Mud,17,3,49,Clear,Dusk,4.57,Moderate
SC560,Urban,Gravel,19,15,111,Foggy,Dusk,4.96,Extreme
SC561,Rural,Concrete,8,2,237,Foggy,Dawn,7.33,Moderate
SC562,Urban,Asphalt,18,3,106,Mist,Daylight,7.38,Moderate
SC563,Urban,Dirt,5,3,171,Mist,Daylight,5.32,Moderate
SC564,Urban,Asphalt,13,8,9,Clear,Daylight,7.75,Moderate
SC565,Rural,Concrete,19,12,230,Rainy,Night_Streetlights,5.16,Extreme
SC566,Urban,Dirt,7,0,118,Foggy,Dawn,5.58,Low
SC567,Urban,Mud,7,4,192,Drizzle,Dusk,5.81,Moderate
SC568,Rural,Asphalt,12,2,150,Cloudy,Night_Dark,9.97,Moderate
SC569,Rural,Mud,14,10,193,Mist,Daylight,11.14,Severe
SC570,Urban,Gravel,9,1,110,Foggy,Night_Dark,2.05,Low
SC571,Rural,Mud,7,4,153,Foggy,Night_Dark,9.48,Moderate
SC572,Urban,Gravel,9,2,167,Rainy,Night_Dark,4.21,Moderate
SC573,Urban,Gravel,6,6,96,Clear,Daylight,11.32,Moderate
SC574,Rural,Mud,7,4,165,Mist,Night_Dark,2.67,Moderate
SC575,Urban,Asphalt,20,10,125,Mist,Night_Dark,3.28,Severe
SC576,Urban,Concrete,7,3,161,Drizzle,Night_Dark,6.86,Moderate
SC577,Rural,Gravel,9,9,152,Mist,Night_Dark,5.64,Moderate
SC578,Rural,Gravel,15,7,106,Cloudy,Dawn,9.12,Moderate
SC579,Rural,Dirt,9,5,474,Thunderstorm,Dusk,6.8,Severe
SC580,Rural,Dirt,20,17,277,Thunderstorm,Dusk,3.76,Extreme
SC581,Urban,Mud,9,8,300,Thunderstorm,Dusk,4.63,Severe
SC582,Urban,Asphalt,5,4,74,Clear,Night_Dark,6.05,Low
SC583,Urban,Mud,13,8,69,Clear,Night_Dark,6.72,Moderate
SC584,Rural,Concrete,14,2,238,Rainy,Daylight,7.01,Moderate
SC585,Rural,Asphalt,5,5,141,Drizzle,Night_Dark,10.48,Moderate
SC586,Urban,Mud,9,7,290,Thunderstorm,Night_Dark,3.79,Severe
SC587,Urban,Mud,16,1,108,Mist,Night_Streetlights,9.61,Low
SC588,Urban,Concrete,12,0,132,Drizzle,Dusk,7.18,Low
SC589,Rural,Gravel,6,0,286,Rainy,Night_Streetlights,5.24,Low
SC590,Rural,Mud,10,6,417,Thunderstorm,Dusk,5.79,Severe
SC591,Urban,Mud,17,7,232,Foggy,Dusk,6.06,Severe
SC592,Rural,Gravel,5,4,475,Thunderstorm,Night_Streetlights,3.39,Moderate
SC593,Urban,Concrete,13,3,19,Clear,Night_Dark,3.87,Low
SC594,Urban,Gravel,18,10,172,Mist,Daylight,3.13,Severe
SC595,Rural,Dirt,10,10,155,Cloudy,Night_Dark,2.22,Severe
SC596,Urban,Asphalt,10,2,231,Foggy,Night_Dark,2.39,Moderate
SC597,Urban,Mud,13,2,66,Clear,Daylight,11.58,Low
SC598,Urban,Mud,7,3,137,Mist,Dusk,8.07,Low
SC599,Rural,Dirt,18,4,96,Cloudy,Daylight,8.23,Moderate
SC600,Rural,Mud,19,19,67,Cloudy,Dusk,4.3,Extreme
SC601,Urban,Dirt,11,8,64,Clear,Dawn,8.84,Moderate
SC602,Urban,Concrete,6,6,178,Cloudy,Night_Streetlights,9.52,Moderate
SC603,Rural,Asphalt,5,5,163,Mist,Daylight,6.31,Moderate
SC604,Rural,Dirt,18,7,490,Thunderstorm,Dawn,10.02,Extreme
SC605,Rural,Dirt,8,6,134,Foggy,Night_Dark,4.55,Moderate
SC606,Urban,Concrete,18,8,128,Drizzle,Night_Dark,2.05,Severe
SC607,Urban,Asphalt,17,6,180,Foggy,Dawn,6.09,Moderate
SC608,Urban,Asphalt,13,4,257,Rainy,Night_Dark,6.24,Moderate
SC609,Rural,Gravel,11,6,150,Mist,Night_Streetlights,9.84,Moderate
SC610,Urban,Dirt,20,8,158,Drizzle,Night_Dark,7.78,Severe
SC611,Urban,Dirt,12,7,450,Thunderstorm,Dawn,8.99,Severe
SC612,Urban,Concrete,17,10,63,Cloudy,Night_Dark,3.61,Severe
SC613,Urban,Asphalt,20,19,361,Thunderstorm,Daylight,2.88,Extreme
SC614,Urban,Gravel,6,5,178,Drizzle,Dawn,11.31,Moderate
SC615,Rural,Dirt,6,6,184,Mist,Night_Dark,3.75,Moderate
SC616,Rural,Dirt,14,3,4,Clear,Daylight,9.84,Low
SC617,Urban,Mud,6,2,161,Foggy,Daylight,8.55,Low
SC618,Urban,Concrete,16,12,183,Drizzle,Night_Streetlights,7.86,Severe
SC619,Urban,Mud,7,4,172,Mist,Dawn,10.3,Moderate
SC620,Rural,Mud,12,9,129,Drizzle,Dusk,6.55,Moderate
SC621,Urban,Dirt,18,16,107,Drizzle,Daylight,7.59,Extreme
SC622,Rural,Mud,13,8,144,Drizzle,Dawn,8.94,Moderate
SC623,Rural,Dirt,15,14,424,Thunderstorm,Daylight,6.61,Extreme
SC624,Urban,Mud,13,1,217,Rainy,Dawn,8.34,Moderate
SC625,Urban,Concrete,18,11,382,Thunderstorm,Dusk,7.36,Extreme
SC626,Urban,Gravel,17,10,99,Drizzle,Dawn,7.55,Severe
SC627,Rural,Concrete,11,9,148,Drizzle,Dusk,3.83,Moderate
SC628,Rural,Concrete,12,11,110,Mist,Daylight,10.73,Severe
SC629,Urban,Concrete,16,4,77,Cloudy,Daylight,3.2,Moderate
SC630,Rural,Asphalt,6,6,223,Foggy,Dawn,5.71,Moderate
SC631,Rural,Gravel,20,5,230,Foggy,Dusk,4.8,Moderate
SC632,Urban,Concrete,18,15,69,Clear,Night_Dark,2.33,Extreme
SC633,Rural,Gravel,19,3,428,Thunderstorm,Daylight,7.18,Severe
SC634,Urban,Gravel,17,3,41,Clear,Daylight,5.62,Moderate
SC635,Urban,Gravel,12,4,220,Foggy,Dusk,11.59,Moderate
SC636,Rural,Gravel,18,6,157,Cloudy,Night_Streetlights,9.01,Moderate
SC637,Rural,Gravel,13,7,296,Thunderstorm,Night_Streetlights,7.71,Severe
SC638,Urban,Mud,13,12,310,Thunderstorm,Dawn,7.55,Extreme
SC639,Urban,Dirt,20,0,95,Cloudy,Daylight,6.22,Low
SC640,Rural,Concrete,14,4,393,Thunderstorm,Night_Streetlights,10.59,Severe
SC641,Rural,Asphalt,6,1,32,Clear,Daylight,6.77,Low
SC642,Rural,Asphalt,13,5,126,Mist,Dusk,7.6,Moderate
SC643,Rural,Gravel,8,5,86,Clear,Night_Streetlights,11.63,Moderate
SC644,Urban,Concrete,16,10,422,Thunderstorm,Dusk,7.1,Extreme
SC645,Urban,Dirt,14,7,281,Rainy,Night_Dark,11.57,Severe
SC646,Rural,Concrete,17,2,140,Rainy,Night_Dark,3.62,Moderate
SC647,Rural,Concrete,13,9,181,Drizzle,Dusk,4.71,Severe
SC648,Rural,Dirt,19,13,101,Mist,Night_Dark,3.84,Severe
SC649,Urban,Asphalt,13,11,169,Mist,Daylight,9.5,Severe
SC650,Urban,Concrete,8,1,241,Rainy,Dawn,7.48,Moderate
SC651,Rural,Asphalt,8,4,139,Foggy,Dawn,2.84,Moderate
SC652,Rural,Dirt,14,7,82,Cloudy,Daylight,3.31,Moderate
SC653,Urban,Concrete,15,15,59,Clear,Dusk,11.75,Severe
SC654,Rural,Mud,9,8,145,Foggy,Night_Streetlights,7.91,Moderate
SC655,Rural,Dirt,14,14,188,Foggy,Night_Dark,6.82,Extreme
SC656,Urban,Concrete,16,13,186,Rainy,Dusk,3.56,Extreme
SC657,Urban,Asphalt,16,9,220,Foggy,Daylight,7.35,Severe
SC658,Rural,Dirt,18,9,139,Drizzle,Dawn,9.97,Severe
SC659,Rural,Mud,18,12,113,Cloudy,Night_Streetlights,3.63,Severe
SC660,Rural,Dirt,7,6,111,Cloudy,Dusk,7.17,Moderate
SC661,Rural,Mud,13,6,128,Drizzle,Night_Dark,10.53,Moderate
SC662,Urban,Concrete,19,19,195,Drizzle,Dawn,4.72,Extreme
SC663,Rural,Mud,5,1,62,Cloudy,Dusk,11.7,Low
SC664,Urban,Asphalt,13,2,91,Clear,Dusk,6.38,Low
SC665,Urban,Asphalt,5,3,27,Clear,Daylight,5.42,Low
SC666,Rural,Gravel,6,2,100,Drizzle,Night_Streetlights,10.44,Low
SC667,Urban,Concrete,7,7,126,Drizzle,Night_Streetlights,3.92,Moderate
SC668,Rural,Gravel,8,3,348,Thunderstorm,Dawn,9.71,Moderate
SC669,Urban,Dirt,11,7,174,Mist,Dawn,9.71,Moderate
SC670,Urban,Mud,14,14,202,Rainy,Night_Streetlights,3.59,Extreme
SC671,Urban,Asphalt,14,3,172,Drizzle,Night_Streetlights,10.88,Moderate
SC672,Urban,Concrete,15,0,92,Cloudy,Night_Streetlights,9.94,Low
SC673,Urban,Mud,5,0,268,Rainy,Daylight,9.83,Low
SC674,Urban,Dirt,12,2,207,Drizzle,Dawn,2.91,Moderate
SC675,Rural,Mud,6,2,415,Thunderstorm,Dawn,3.54,Moderate
SC676,Urban,Mud,12,5,138,Cloudy,Night_Streetlights,10.06,Moderate
SC677,Urban,Dirt,16,4,32,Clear,Night_Streetlights,10.99,Moderate
SC678,Rural,Dirt,20,6,245,Foggy,Dusk,3.87,Severe
SC679,Rural,Gravel,13,13,186,Mist,Night_Streetlights,7.99,Severe
SC680,Urban,Mud,9,7,37,Clear,Night_Dark,10.19,Moderate
SC681,Rural,Mud,17,5,124,Rainy,Dawn,8.2,Moderate
SC682,Urban,Gravel,17,6,214,Drizzle,Dawn,8.83,Moderate
SC683,Urban,Mud,15,13,182,Foggy,Dusk,3.1,Extreme
SC684,Urban,Mud,10,0,25,Clear,Daylight,3.07,Low
SC685,Urban,Concrete,17,15,67,Clear,Night_Dark,8.24,Extreme
SC686,Rural,Mud,12,9,91,Clear,Dusk,2.71,Moderate
SC687,Rural,Concrete,19,1,342,Thunderstorm,Dawn,7.58,Moderate
SC688,Rural,Dirt,13,8,260,Thunderstorm,Dawn,9.34,Severe
SC689,Urban,Gravel,8,1,109,Cloudy,Night_Dark,7.32,Low
SC690,Urban,Concrete,10,8,242,Foggy,Daylight,6.15,Severe
SC691,Rural,Asphalt,18,3,101,Mist,Night_Streetlights,9.92,Moderate
SC692,Rural,Mud,10,8,213,Foggy,Dusk,11.34,Moderate
SC693,Rural,Gravel,18,13,461,Thunderstorm,Dusk,9.26,Extreme
SC694,Urban,Mud,11,6,240,Foggy,Night_Dark,11.26,Moderate
SC695,Rural,Gravel,17,0,305,Rainy,Night_Streetlights,2.35,Moderate
SC696,Urban,Gravel,14,0,176,Foggy,Daylight,11.84,Low
SC697,Rural,Concrete,9,1,4,Clear,Dusk,6.6,Low
SC698,Urban,Concrete,12,3,145,Drizzle,Dusk,10.11,Moderate
SC699,Rural,Asphalt,7,5,223,Foggy,Daylight,3.73,Moderate
SC700,Urban,Mud,6,5,247,Foggy,Dusk,5.82,Moderate
SC701,Rural,Asphalt,18,3,138,Drizzle,Night_Streetlights,9.48,Moderate
SC702,Urban,Mud,6,2,147,Mist,Night_Streetlights,2.41,Low
SC703,Urban,Mud,12,2,92,Drizzle,Night_Dark,8.74,Low
SC704,Rural,Dirt,7,3,360,Thunderstorm,Night_Dark,4.9,Moderate
SC705,Urban,Dirt,7,7,62,Cloudy,Dusk,7.48,Moderate
SC706,Urban,Gravel,18,4,315,Rainy,Night_Dark,3.35,Moderate
SC707,Urban,Mud,11,8,277,Rainy,Night_Streetlights,11.97,Severe
SC708,Urban,Mud,13,12,160,Cloudy,Dawn,5.23,Severe
SC709,Urban,Mud,18,11,44,Clear,Night_Streetlights,3.9,Severe
SC710,Urban,Gravel,10,5,407,Thunderstorm,Dusk,10.22,Severe
SC711,Urban,Dirt,12,3,295,Rainy,Dawn,5.74,Moderate
SC712,Urban,Asphalt,12,9,198,Mist,Dawn,3.48,Severe
SC713,Urban,Gravel,14,7,200,Drizzle,Dawn,2.23,Moderate
