scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity,lidar,lidar_error,R_lidar,ultrasonic,ultrasonic_error,surface_echo,bottom_echo,R_ultrasonic,radar,radar_error,snr,rcs,clutter_probability,R_radar,imu_pitch,imu_roll,imu_acceleration,R_imu,water_state,R_water,water_contact
SC091,Rural,Gravel,Drizzle,Night_Dark,7.17,13,8,82,81.44,Moderate,13.24,0.24,0.5324299177068994,13.09,0.09,0.36,0.64,0.5345729353032141,13.15,0.15,19.6,0.7261490370736909,0.226,0.885126376325136,7.256,3.094,9.789,0.96,Flooded Pothole,0.95,True
SC092,Urban,Concrete,Cloudy,Night_Streetlights,8.91,20,17,111,108.12,Extreme,20.33,0.33,0.32530502446087356,19.65,-0.35,0.54,0.46,0.3511545673949525,20.16,0.16,12.07,0.5066169923655895,0.3,0.41263168285480484,2.736,5.104,9.645,0.979,Flooded Pothole,0.95,True
SC093,Rural,Dirt,Thunderstorm,Dawn,6.04,7,4,306,304.75,Moderate,7.57,0.57,0.45493533091032995,7.05,0.05,0.28,0.72,0.6259379294871402,8.19,1.19,25.01,0.8521437889662113,0.191,0.9486412641547914,4.911,2.599,9.497,0.957,Flooded Pothole,0.95,True
SC094,Rural,Concrete,Mist,Night_Dark,7.31,16,15,150,145.22,Extreme,15.46,-0.54,0.3387977355375633,1.06,-14.94,0.5,0.5,0.38940039153570244,15.79,-0.21,9.87,0.5488116360940265,0.3,0.21297270876185243,5.361,5.177,9.179,0.979,Flooded Pothole,0.95,True
SC095,Rural,Dirt,Drizzle,Night_Streetlights,4.31,13,4,144,140.77,Moderate,12.78,-0.22,0.591418139440989,13.25,0.25,0.28,0.72,0.6259379294871402,13.55,0.55,27.42,0.8521437889662113,0.158,0.950214215452862,-1.271,0.838,9.529,0.963,Flooded Pothole,0.95,True
SC096,Rural,Concrete,Clear,Night_Dark,9.39,10,3,27,27.39,Low,9.94,-0.06,0.7454076716493021,7.46,-2.54,0.26,0.74,0.6497906188812154,10.32,0.32,26.11,0.8869204367171575,0.115,0.9620200834654973,5.317,1.073,10.499,0.97,Shallow Puddle,0.9,True
SC097,Rural,Gravel,Clear,Daylight,3.79,14,3,46,41.62,Low,13.76,-0.24,0.7286279747024637,11.28,-2.72,0.26,0.74,0.6497906188812154,14.26,0.26,24.3,0.8869204367171575,0.118,0.9607505861542496,5.487,3.305,9.894,0.969,Flooded Pothole,0.95,True
SC098,Urban,Asphalt,Drizzle,Dawn,8.97,6,4,154,156.81,Moderate,5.95,-0.05,0.5764330948735019,5.93,-0.07,0.28,0.72,0.6259379294871402,6.17,0.17,25.27,0.8521437889662113,0.161,0.9493413096200441,1.592,2.497,9.81,0.976,Flooded Pothole,0.95,True
SC099,Rural,Concrete,Clear,Dawn,6.4,14,7,61,56.85,Moderate,14.42,0.42,0.5821890824961962,13.99,-0.01,0.34,0.66,0.5568187789536133,13.96,-0.04,20.24,0.7557837414557255,0.201,0.9016463468792909,4.499,2.036,9.407,0.977,Flooded Pothole,0.95,True
SC100,Urban,Concrete,Drizzle,Night_Streetlights,6.92,8,1,182,179.12,Low,8.42,0.42,0.646235041527447,8.08,0.08,0.22,0.78,0.42381367787810986,7.86,-0.14,28.95,0.9607894391523232,0.106,0.9861853590492459,-1.43,-0.754,10.242,0.976,Shallow Puddle,0.9,True
SC101,Urban,Mud,Cloudy,Daylight,3.18,14,1,113,116.76,Low,13.53,-0.47,0.7140402112150523,13.16,-0.84,0.22,0.78,0.42381367787810986,13.91,-0.09,29.66,0.9607894391523232,0.093,0.9864646836536285,7.605,1.7,10.127,0.969,Shallow Puddle,0.9,True
SC102,Urban,Dirt,Thunderstorm,Night_Dark,6.43,17,14,482,478.18,Extreme,15.58,-1.42,0.2090696142376887,16.76,-0.24,0.48,0.52,0.40904648775460783,17.02,0.02,13.59,0.5712090638488149,0.3,0.5792314940237907,3.088,2.348,9.138,0.966,Flooded Pothole,0.95,True
SC103,Rural,Mud,Drizzle,Night_Dark,11.48,6,4,105,100.48,Moderate,6.49,0.49,0.6307990057926479,5.75,-0.25,0.28,0.72,0.6259379294871402,5.99,-0.01,23.38,0.8521437889662113,0.15,0.9475753030484708,0.205,-0.233,9.617,0.924,Flooded Pothole,0.95,True
SC104,Urban,Concrete,Drizzle,Dawn,7.52,10,3,124,120.74,Moderate,10.23,0.23,0.6419890702306152,9.87,-0.13,0.26,0.74,0.6497906188812154,9.94,-0.06,27.91,0.8869204367171575,0.134,0.9621928452355226,-1.432,1.118,9.664,0.976,Flooded Pothole,0.95,True
SC105,Urban,Concrete,Rainy,Night_Streetlights,4.31,20,9,128,125.12,Severe,20.78,0.78,0.4722758670689916,10.66,-9.34,0.38,0.62,0.5127146630448847,20.11,0.11,21.36,0.697676326071031,0.255,0.8854039769591991,-0.054,5.406,9.936,0.981,Flooded Pothole,0.95,True
SC106,Rural,Gravel,Clear,Daylight,7.9,13,12,80,67.64,Severe,13.03,0.03,0.445648836144391,1.17,-11.83,0.44,0.56,0.449410526858988,13.41,0.41,14.69,0.6187833918061408,0.3,0.6832191793611355,2.422,0.957,10.094,0.962,Flooded Pothole,0.95,True
SC107,Rural,Concrete,Clear,Night_Dark,11.08,12,10,19,19.43,Moderate,12.32,0.32,0.5320126562392853,2.35,-9.65,0.4,0.6,0.49123845184678905,12.05,0.05,18.51,0.6703200460356393,0.254,0.8501774915545525,1.742,0.276,9.597,0.973,Flooded Pothole,0.95,True
SC108,Urban,Concrete,Clear,Daylight,10.24,14,9,95,92.94,Moderate,14.13,0.13,0.497229295561652,4.87,-9.13,0.38,0.62,0.5127146630448847,14.42,0.42,19.63,0.697676326071031,0.249,0.8744560775505607,-0.018,1.696,10.327,0.975,Flooded Pothole,0.95,True
SC109,Rural,Gravel,Clear,Night_Streetlights,11.43,14,11,51,61.38,Severe,14.8,0.8,0.47321379250362805,13.95,-0.05,0.42,0.58,0.4701388626627085,14.61,0.61,13.74,0.6440364210831414,0.282,0.6145019496335603,1.613,2.249,9.772,0.947,Flooded Pothole,0.95,True
SC110,Rural,Mud,Rainy,Dawn,5.22,6,3,308,302.96,Moderate,5.18,-0.82,0.47963206512734025,2.89,-3.11,0.26,0.74,0.6497906188812154,6.65,0.65,26.89,0.8869204367171575,0.171,0.9613261392780253,-0.351,-0.273,9.932,0.956,Shallow Puddle,0.9,True
SC111,Urban,Gravel,Clear,Daylight,7.76,5,5,34,32.9,Low,5.55,0.55,0.6685527349911381,4.67,-0.33,0.3,0.7,0.6024955834975404,5.04,0.04,25.16,0.8187307530779818,0.157,0.9380159304026199,0.924,1.778,9.666,0.97,Flooded Pothole,0.95,True
SC112,Rural,Concrete,Foggy,Night_Streetlights,6.36,13,2,249,241.61,Moderate,13.71,0.71,0.5562285544737268,13.05,0.05,0.24,0.76,0.6740595319050396,12.93,-0.07,28.55,0.9231163463866358,0.138,0.9738332439205103,1.51,0.007,10.193,0.974,Shallow Puddle,0.9,True
SC113,Urban,Dirt,Rainy,Dusk,8.7,18,10,202,213.35,Severe,18.49,0.49,0.3900969425913434,18.04,0.04,0.4,0.6,0.49123845184678905,17.89,-0.11,16.73,0.6703200460356393,0.293,0.8065031454680716,-0.039,3.133,9.083,0.954,Flooded Pothole,0.95,True
SC114,Rural,Concrete,Rainy,Night_Streetlights,10.14,14,10,222,226.15,Severe,13.84,-0.16,0.3821890108286392,4.02,-9.98,0.4,0.6,0.49123845184678905,13.88,-0.12,18.72,0.6703200460356393,0.295,0.8526207163516031,6.187,3.418,9.223,0.973,Flooded Pothole,0.95,True
SC115,Urban,Mud,Rainy,Dawn,3.16,15,8,202,203.67,Severe,15.92,0.92,0.4378530181165397,14.92,-0.08,0.36,0.64,0.5345729353032141,14.94,-0.06,18.93,0.7261490370736909,0.251,0.8770521903081184,4.019,3.714,10.109,0.973,Flooded Pothole,0.95,True
SC116,Urban,Dirt,Mist,Night_Dark,3.88,19,13,86,83.78,Severe,19.63,0.63,0.41310726425362687,6.23,-12.77,0.46,0.54,0.4290481453518004,18.77,-0.23,15.7,0.5945205479701944,0.3,0.7353306578568783,2.282,0.447,9.319,0.974,Flooded Pothole,0.95,True
SC117,Rural,Gravel,Mist,Night_Streetlights,7.49,6,1,114,120.78,Low,6.27,0.27,0.709462243104732,6.28,0.28,0.22,0.78,0.42381367787810986,5.9,-0.1,26.93,0.9607894391523232,0.094,0.9860275563118547,0.868,1.905,9.912,0.952,Shallow Puddle,0.9,True
SC118,Rural,Gravel,Mist,Night_Streetlights,8.09,8,0,160,151.11,Low,8.54,0.54,0.7105073405295785,8.1,0.1,0.0,1.0,1.0,8.43,0.43,28.31,1.0,0.08,0.9984499505927243,-1.79,1.693,9.802,0.946,Dry,0.98,False
SC119,Urban,Concrete,Drizzle,Night_Dark,2.93,5,4,184,196.23,Moderate,5.3,0.3,0.5411991247101027,1.03,-3.97,0.28,0.72,0.6259379294871402,5.13,0.13,25.92,0.8521437889662113,0.169,0.9495479823351524,2.103,1.706,10.107,0.985,Flooded Pothole,0.95,True
SC120,Rural,Asphalt,Clear,Daylight,9.05,20,9,65,66.12,Severe,20.02,0.02,0.5190308273441315,20.07,0.07,0.38,0.62,0.5127146630448847,20.38,0.38,21.22,0.697676326071031,0.243,0.8850262788502518,7.253,1.717,9.233,0.97,Flooded Pothole,0.95,True
SC121,Rural,Dirt,Rainy,Daylight,5.84,19,17,157,164.97,Extreme,19.14,0.14,0.2970211293848581,18.85,-0.15,0.54,0.46,0.3511545673949525,18.96,-0.04,9.68,0.5066169923655895,0.3,0.19357613052270198,-0.95,4.338,9.184,0.963,Flooded Pothole,0.95,True
SC122,Urban,Mud,Thunderstorm,Dawn,10.54,13,12,452,457.47,Extreme,11.81,-1.19,0.2388422468508994,1.46,-11.54,0.44,0.56,0.449410526858988,12.95,-0.05,14.96,0.6187833918061408,0.3,0.7015301932364282,3.814,2.472,9.74,0.949,Flooded Pothole,0.95,True
SC123,Rural,Gravel,Thunderstorm,Dawn,10.37,14,11,326,320.94,Extreme,13.14,-0.86,0.3123896475531235,14.12,0.12,0.42,0.58,0.4701388626627085,14.23,0.23,14.86,0.6440364210831414,0.3,0.7033128261572056,0.099,0.885,10.193,0.951,Flooded Pothole,0.95,True
SC124,Rural,Mud,Thunderstorm,Daylight,5.45,19,17,373,371.32,Extreme,21.13,2.13,0.21350137629235924,1.92,-17.08,0.54,0.46,0.3511545673949525,18.48,-0.52,9.23,0.5066169923655895,0.3,0.162382250391699,2.612,4.975,9.026,0.961,Flooded Pothole,0.95,True
SC125,Rural,Mud,Rainy,Dusk,7.72,11,11,181,179.64,Severe,9.79,-1.21,0.39163538983541213,0.0,-11.0,0.42,0.58,0.4701388626627085,10.94,-0.06,17.84,0.6440364210831414,0.3,0.8270177441787149,0.197,1.534,10.314,0.952,Flooded Pothole,0.95,True
SC126,Rural,Concrete,Clear,Dusk,11.88,20,12,49,58.24,Severe,20.95,0.95,0.45240205152110524,7.92,-12.08,0.44,0.56,0.449410526858988,19.74,-0.26,19.46,0.6187833918061408,0.3,0.8410458302205869,5.238,0.822,10.732,0.969,Flooded Pothole,0.95,True
SC127,Rural,Concrete,Clear,Daylight,3.0,15,3,56,56.3,Moderate,15.21,0.21,0.7117133834143929,15.0,0.0,0.26,0.74,0.6497906188812154,15.41,0.41,25.54,0.8869204367171575,0.121,0.9616464265583032,0.817,3.932,9.159,0.98,Flooded Pothole,0.95,True
SC128,Urban,Dirt,Mist,Daylight,6.69,18,4,89,86.27,Moderate,18.23,0.23,0.6453051327626463,17.92,-0.08,0.28,0.72,0.6259379294871402,17.89,-0.11,25.36,0.8521437889662113,0.147,0.9496364452912774,2.003,0.367,9.253,0.957,Flooded Pothole,0.95,True
SC129,Rural,Gravel,Foggy,Night_Streetlights,5.8,7,5,236,234.73,Moderate,8.07,1.07,0.4840495507127707,6.6,-0.4,0.3,0.7,0.6024955834975404,7.8,0.8,20.89,0.8187307530779818,0.197,0.9277325620456175,4.509,1.46,9.644,0.966,Flooded Pothole,0.95,True
SC130,Rural,Gravel,Thunderstorm,Night_Dark,4.35,6,4,267,265.29,Moderate,6.04,0.04,0.48458423650901006,1.58,-4.42,0.28,0.72,0.6259379294871402,5.85,-0.15,23.53,0.8521437889662113,0.183,0.9472328595569679,4.145,0.987,9.975,0.971,Flooded Pothole,0.95,True
SC131,Urban,Gravel,Mist,Dawn,8.34,18,3,177,185.76,Moderate,18.63,0.63,0.5785582765986728,18.19,0.19,0.26,0.74,0.6497906188812154,18.12,0.12,24.71,0.8869204367171575,0.147,0.9606380371820006,0.789,0.606,10.254,0.957,Flooded Pothole,0.95,True
SC132,Rural,Asphalt,Cloudy,Dusk,9.96,5,0,133,130.38,Low,5.17,0.17,0.7344686253040621,4.82,-0.18,0.0,1.0,1.0,5.09,0.09,29.64,1.0,0.076,0.9986554089951362,3.457,1.968,9.662,0.963,Dry,0.98,False
SC133,Rural,Gravel,Drizzle,Night_Streetlights,6.12,9,3,215,213.13,Moderate,9.54,0.54,0.5537688043528947,9.07,0.07,0.26,0.74,0.6497906188812154,8.94,-0.06,28.14,0.8869204367171575,0.153,0.9619028730493256,4.275,-1.426,10.412,0.96,Flooded Pothole,0.95,True
SC134,Urban,Concrete,Cloudy,Dawn,11.13,17,7,177,171.59,Moderate,17.63,0.63,0.4845454713207176,17.09,0.09,0.34,0.66,0.5568187789536133,16.94,-0.06,22.09,0.7557837414557255,0.224,0.9100257010290844,-0.379,0.933,9.048,0.972,Flooded Pothole,0.95,True
SC135,Urban,Concrete,Rainy,Dusk,2.09,19,8,290,283.74,Severe,19.94,0.94,0.3852033123714474,18.97,-0.03,0.36,0.64,0.5345729353032141,18.88,-0.12,21.97,0.7261490370736909,0.267,0.898045872630691,0.184,4.108,10.319,0.984,Flooded Pothole,0.95,True
SC136,Rural,Dirt,Mist,Night_Dark,11.45,10,1,136,132.48,Low,9.6,-0.4,0.6963046492340422,9.77,-0.23,0.22,0.78,0.42381367787810986,10.29,0.29,31.43,0.9607894391523232,0.096,0.9864994362011298,4.651,2.145,9.935,0.918,Shallow Puddle,0.9,True
SC137,Rural,Mud,Mist,Night_Streetlights,5.02,13,7,188,177.59,Moderate,14.2,1.2,0.4799160913733694,13.03,0.03,0.34,0.66,0.5568187789536133,12.98,-0.02,20.78,0.7557837414557255,0.226,0.9046337624318793,-1.246,2.094,9.977,0.958,Flooded Pothole,0.95,True
SC138,Rural,Dirt,Clear,Daylight,4.96,17,11,73,75.0,Severe,17.38,0.38,0.46301306831122807,6.33,-10.67,0.42,0.58,0.4701388626627085,17.03,0.03,17.03,0.6440364210831414,0.285,0.8066651447306892,7.846,5.5,9.685,0.964,Flooded Pothole,0.95,True
SC139,Urban,Gravel,Thunderstorm,Night_Streetlights,10.65,13,0,394,392.18,Moderate,12.97,-0.03,0.4831210672047999,13.05,0.05,0.0,1.0,1.0,12.69,-0.31,27.98,1.0,0.128,0.9975803288632762,2.713,0.935,9.493,0.946,Dry,0.98,False
SC140,Rural,Asphalt,Thunderstorm,Dusk,5.52,12,9,455,458.72,Extreme,12.51,0.51,0.2769406654199268,11.97,-0.03,0.38,0.62,0.5127146630448847,12.46,0.46,18.39,0.697676326071031,0.3,0.8576585422250459,3.546,1.862,10.46,0.979,Flooded Pothole,0.95,True
SC141,Rural,Concrete,Mist,Daylight,9.89,8,0,119,115.11,Low,8.07,0.07,0.7526341694348938,7.85,-0.15,0.0,1.0,1.0,8.05,0.05,27.45,1.0,0.073,0.9984114252000513,2.001,0.033,9.924,0.966,Dry,0.98,False
SC142,Rural,Asphalt,Mist,Daylight,9.47,7,4,121,126.15,Moderate,7.44,0.44,0.6054156694044216,7.04,0.04,0.28,0.72,0.6259379294871402,7.16,0.16,27.7,0.8521437889662113,0.155,0.950321531747517,-0.778,0.842,10.186,0.971,Flooded Pothole,0.95,True
SC143,Urban,Concrete,Cloudy,Night_Dark,11.13,16,16,178,183.07,Extreme,15.2,-0.8,0.30333666035384876,0.0,-16.0,0.52,0.48,0.3701047611857118,16.22,0.22,11.58,0.5272924240430485,0.3,0.36749367319821113,-0.064,1.724,9.918,0.978,Flooded Pothole,0.95,True
SC144,Rural,Concrete,Thunderstorm,Night_Streetlights,5.39,14,11,472,468.37,Extreme,14.57,0.57,0.24674694048393178,2.77,-11.23,0.42,0.58,0.4701388626627085,13.81,-0.19,14.69,0.6440364210831414,0.3,0.6914671986532277,0.359,3.081,9.727,0.981,Flooded Pothole,0.95,True
SC145,Rural,Asphalt,Clear,Daylight,8.74,12,10,92,87.38,Moderate,11.74,-0.26,0.4772055301875409,11.85,-0.15,0.4,0.6,0.49123845184678905,12.23,0.23,16.58,0.6703200460356393,0.267,0.8015736006568839,0.135,0.457,9.353,0.975,Flooded Pothole,0.95,True
SC146,Rural,Dirt,Clear,Night_Streetlights,3.24,5,2,68,81.16,Low,5.34,0.34,0.7190272659036995,3.06,-1.94,0.24,0.76,0.6740595319050396,4.88,-0.12,28.65,0.9231163463866358,0.106,0.9743889667199608,2.729,1.951,9.968,0.97,Shallow Puddle,0.9,True
SC147,Rural,Gravel,Foggy,Night_Streetlights,6.71,16,3,159,156.12,Moderate,16.26,0.26,0.6066568312112345,13.77,-2.23,0.26,0.74,0.6497906188812154,15.98,-0.02,28.12,0.8869204367171575,0.141,0.9621069429851341,0.231,3.783,10.528,0.956,Flooded Pothole,0.95,True
SC148,Rural,Mud,Foggy,Daylight,8.49,7,7,177,173.48,Moderate,7.3,0.3,0.4830824190653698,7.27,0.27,0.34,0.66,0.5568187789536133,6.87,-0.13,24.32,0.7557837414557255,0.225,0.9139392758829695,1.841,0.369,9.709,0.948,Flooded Pothole,0.95,True
SC149,Urban,Asphalt,Clear,Dawn,2.97,14,7,14,17.54,Moderate,14.12,0.12,0.6199825168311655,14.09,0.09,0.34,0.66,0.5568187789536133,14.17,0.17,22.53,0.7557837414557255,0.194,0.9117017537587171,7.8,1.492,9.847,0.983,Flooded Pothole,0.95,True
SC150,Urban,Mud,Rainy,Night_Streetlights,9.42,16,13,270,262.15,Extreme,15.9,-0.1,0.3105407954272156,2.93,-13.07,0.46,0.54,0.4290481453518004,15.98,-0.02,15.33,0.5945205479701944,0.3,0.7155723609920275,4.069,2.064,9.595,0.951,Flooded Pothole,0.95,True
SC151,Rural,Concrete,Mist,Dawn,11.39,20,19,132,132.89,Extreme,19.61,-0.39,0.28291069401296787,1.11,-18.89,0.58,0.42,0.3142706983829974,20.68,0.68,8.82,0.4676664270099092,0.3,0.13412445305069143,-0.148,0.595,9.484,0.973,Flooded Pothole,0.95,True
SC152,Urban,Gravel,Mist,Dusk,11.51,11,7,136,140.17,Moderate,11.54,0.54,0.5095272214368768,10.99,-0.01,0.34,0.66,0.5568187789536133,10.67,-0.33,22.24,0.7557837414557255,0.218,0.9105528245650387,-0.183,1.514,10.418,0.954,Flooded Pothole,0.95,True
SC153,Urban,Gravel,Mist,Dusk,4.76,16,1,130,131.04,Moderate,16.22,0.22,0.6979107847034354,14.62,-1.38,0.22,0.78,0.42381367787810986,15.85,-0.15,30.38,0.9607894391523232,0.096,0.9864583193895587,-2.183,1.522,10.479,0.968,Shallow Puddle,0.9,True
SC154,Rural,Asphalt,Clear,Daylight,5.34,5,0,100,99.8,Low,5.22,0.22,0.771298361793076,5.0,0.0,0.0,1.0,1.0,5.0,0.0,31.41,1.0,0.07,0.9988406977278788,4.18,0.875,10.154,0.973,Dry,0.98,False
SC155,Urban,Concrete,Clear,Night_Dark,10.13,11,9,27,24.42,Moderate,11.4,0.4,0.5548419392174865,1.86,-9.14,0.38,0.62,0.5127146630448847,10.92,-0.08,18.74,0.697676326071031,0.235,0.8642539515545522,-0.992,2.029,9.441,0.977,Flooded Pothole,0.95,True
SC156,Rural,Concrete,Thunderstorm,Daylight,11.84,5,2,469,470.11,Moderate,4.85,-0.15,0.3859003899284388,5.19,0.19,0.24,0.76,0.6740595319050396,4.81,-0.19,27.32,0.9231163463866358,0.184,0.9728068764443751,0.766,0.385,9.833,0.966,Shallow Puddle,0.9,True
SC157,Rural,Concrete,Thunderstorm,Daylight,2.15,8,0,283,280.8,Moderate,8.67,0.67,0.577365363825249,8.03,0.03,0.0,1.0,1.0,8.16,0.16,27.77,1.0,0.106,0.9979235293552118,0.54,0.796,10.27,0.981,Dry,0.98,False
SC158,Rural,Concrete,Clear,Daylight,9.42,13,0,16,17.34,Low,13.23,0.23,0.8800786504432008,13.01,0.01,0.0,1.0,1.0,13.11,0.11,29.22,1.0,0.053,0.9989951582858635,7.846,2.138,10.719,0.967,Dry,0.98,False
SC159,Urban,Mud,Mist,Dawn,5.62,20,14,179,186.05,Extreme,21.97,1.97,0.33364424112809105,19.95,-0.05,0.48,0.52,0.40904648775460783,19.88,-0.12,15.38,0.5712090638488149,0.3,0.7098249968618405,0.924,1.629,10.02,0.964,Flooded Pothole,0.95,True
SC160,Urban,Mud,Rainy,Night_Dark,9.27,12,9,131,138.9,Moderate,12.09,0.09,0.46197707977854874,2.87,-9.13,0.38,0.62,0.5127146630448847,11.94,-0.06,17.18,0.697676326071031,0.258,0.8312084095351998,-0.358,2.814,10.28,0.95,Flooded Pothole,0.95,True
SC161,Rural,Mud,Rainy,Dawn,6.26,6,3,222,217.41,Moderate,5.73,-0.27,0.5499895505148577,5.88,-0.12,0.26,0.74,0.6497906188812154,6.43,0.43,28.73,0.8869204367171575,0.153,0.9619797172038831,3.305,2.732,9.586,0.95,Shallow Puddle,0.9,True
SC162,Rural,Asphalt,Mist,Night_Streetlights,8.08,7,1,121,116.01,Low,7.47,0.47,0.7148975737831678,6.97,-0.03,0.22,0.78,0.42381367787810986,6.99,-0.01,29.81,0.9607894391523232,0.093,0.9864751087321871,1.31,-0.278,10.422,0.969,Shallow Puddle,0.9,True
SC163,Urban,Asphalt,Drizzle,Night_Dark,4.95,15,12,215,209.39,Extreme,15.66,0.66,0.3552178555941137,3.05,-11.95,0.44,0.56,0.449410526858988,15.57,0.57,19.28,0.6187833918061408,0.3,0.8391940927786203,4.186,1.187,10.138,0.982,Flooded Pothole,0.95,True
SC164,Rural,Mud,Clear,Dawn,10.88,11,6,57,53.81,Moderate,11.09,0.09,0.6150227622942328,10.91,-0.09,0.32,0.68,0.5794577764970238,10.91,-0.09,21.84,0.7866278610665535,0.181,0.9209816402943816,3.915,1.483,9.422,0.924,Flooded Pothole,0.95,True
SC165,Rural,Dirt,Thunderstorm,Night_Streetlights,2.95,17,13,436,441.95,Extreme,18.8,1.8,0.23290607925653026,16.91,-0.09,0.46,0.54,0.4290481453518004,17.21,0.21,13.57,0.5945205479701944,0.3,0.5843969872520146,5.932,4.194,9.851,0.975,Flooded Pothole,0.95,True
SC166,Rural,Dirt,Mist,Dusk,11.23,16,4,167,170.16,Moderate,16.33,0.33,0.564251051359254,15.77,-0.23,0.28,0.72,0.6259379294871402,16.94,0.94,24.28,0.8521437889662113,0.164,0.9484923747258671,-2.636,2.986,10.81,0.923,Flooded Pothole,0.95,True
SC167,Urban,Asphalt,Thunderstorm,Dawn,9.45,7,6,274,272.06,Moderate,7.46,0.46,0.4337460735917848,7.05,0.05,0.32,0.68,0.5794577764970238,7.14,0.14,25.82,0.7866278610665535,0.224,0.9260205109497264,0.785,1.906,10.047,0.977,Flooded Pothole,0.95,True
SC168,Urban,Gravel,Foggy,Dawn,5.54,15,3,205,204.12,Moderate,14.84,-0.16,0.5618097553551754,14.79,-0.21,0.26,0.74,0.6497906188812154,14.88,-0.12,26.35,0.8869204367171575,0.151,0.9615024393865687,1.713,5.617,10.753,0.967,Shallow Puddle,0.9,True
SC169,Urban,Dirt,Drizzle,Night_Dark,7.78,14,5,106,114.97,Moderate,14.05,0.05,0.5862833932947101,14.03,0.03,0.3,0.7,0.6024955834975404,14.0,0.0,25.78,0.8187307530779818,0.173,0.9380878840575851,0.079,2.954,10.485,0.954,Flooded Pothole,0.95,True
SC170,Urban,Concrete,Mist,Night_Streetlights,10.45,12,1,124,136.63,Low,11.92,-0.08,0.6916965023417443,11.93,-0.07,0.22,0.78,0.42381367787810986,12.14,0.14,29.82,0.9607894391523232,0.097,0.9864090935058669,-0.718,2.879,9.929,0.97,Shallow Puddle,0.9,True
SC171,Urban,Gravel,Thunderstorm,Dusk,10.45,12,12,359,368.23,Extreme,12.91,0.91,0.27549990368223254,11.95,-0.05,0.44,0.56,0.449410526858988,12.74,0.74,16.83,0.6187833918061408,0.3,0.790573458543976,5.131,0.733,9.707,0.963,Flooded Pothole,0.95,True
SC172,Urban,Mud,Foggy,Dusk,9.03,5,1,169,171.54,Low,5.54,0.54,0.6541202996641803,5.18,0.18,0.22,0.78,0.42381367787810986,5.2,0.2,29.77,0.9607894391523232,0.104,0.9862882791499615,-0.754,1.419,9.348,0.941,Shallow Puddle,0.9,True
SC173,Rural,Gravel,Drizzle,Dawn,2.7,10,2,182,181.16,Moderate,10.23,0.23,0.6127146187371939,8.36,-1.64,0.24,0.76,0.6740595319050396,9.87,-0.13,28.15,0.9231163463866358,0.126,0.9739844678360466,-2.108,0.316,9.969,0.974,Shallow Puddle,0.9,True
SC174,Urban,Asphalt,Mist,Night_Dark,6.54,11,6,133,131.03,Moderate,11.31,0.31,0.543542162246037,5.38,-5.62,0.32,0.68,0.5794577764970238,11.44,0.44,20.76,0.7866278610665535,0.196,0.915970013254084,1.561,2.651,9.376,0.978,Flooded Pothole,0.95,True
SC175,Rural,Concrete,Drizzle,Dusk,3.57,7,0,119,122.73,Low,7.22,0.22,0.7435137646038251,7.32,0.32,0.0,1.0,1.0,6.96,-0.04,30.33,1.0,0.075,0.9987149450514374,0.941,-0.14,9.862,0.978,Dry,0.98,False
SC176,Urban,Mud,Mist,Dawn,6.24,13,7,164,165.25,Moderate,14.11,1.11,0.489485715135603,12.99,-0.01,0.34,0.66,0.5568187789536133,13.06,0.06,22.51,0.7557837414557255,0.223,0.9111480067070851,5.427,1.566,10.347,0.96,Flooded Pothole,0.95,True
SC177,Rural,Mud,Rainy,Dusk,5.45,11,8,149,149.93,Moderate,11.11,0.11,0.477167355272143,11.03,0.03,0.36,0.64,0.5345729353032141,11.23,0.23,18.86,0.7261490370736909,0.24,0.8762977280631338,0.572,2.086,9.897,0.959,Flooded Pothole,0.95,True
SC178,Rural,Asphalt,Mist,Night_Dark,5.08,20,16,165,165.66,Extreme,20.01,0.01,0.3119051948526585,4.36,-15.64,0.52,0.48,0.3701047611857118,19.55,-0.45,9.96,0.5272924240430485,0.3,0.21755106914579744,3.268,5.415,10.295,0.98,Flooded Pothole,0.95,True
SC179,Rural,Concrete,Foggy,Dawn,11.45,5,1,177,178.89,Low,5.75,0.75,0.6464728997859644,4.99,-0.01,0.22,0.78,0.42381367787810986,4.92,-0.08,31.62,0.9607894391523232,0.106,0.9863369464980077,0.422,2.127,9.912,0.965,Shallow Puddle,0.9,True
SC180,Rural,Concrete,Drizzle,Dusk,9.47,8,0,207,199.76,Low,7.12,-0.88,0.657299174242815,8.07,0.07,0.0,1.0,1.0,7.93,-0.07,28.47,1.0,0.09,0.9983052691475988,6.133,-1.274,9.571,0.967,Dry,0.98,False
SC181,Urban,Concrete,Rainy,Night_Dark,10.33,12,8,263,266.54,Severe,12.49,0.49,0.39595132181227344,11.92,-0.08,0.36,0.64,0.5345729353032141,11.7,-0.3,21.71,0.7261490370736909,0.263,0.8972725615847724,0.611,0.996,10.205,0.976,Flooded Pothole,0.95,True
SC182,Urban,Gravel,Rainy,Dawn,11.21,18,0,237,240.25,Moderate,17.96,-0.04,0.6160667259300076,18.28,0.28,0.0,1.0,1.0,17.84,-0.16,27.71,1.0,0.098,0.9980481390803259,2.992,5.484,8.881,0.944,Dry,0.98,False
