scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity,lidar,lidar_error,R_lidar,ultrasonic,ultrasonic_error,surface_echo,bottom_echo,measurement_type,bottom_confidence,echo_ambiguity,R_ultrasonic,radar,radar_error,snr,rcs,clutter_probability,R_radar,imu_pitch,imu_roll,imu_acceleration,R_imu,water_state,R_water,water_contact,surface_sigma,bottom_sigma
SC084,Urban,Concrete,Foggy,Daylight,9.96,8.0,4.0,130.0,128.81,Moderate,7.57,-0.43,0.602,8.25,0.25,0.293,0.674,Bottom,0.545,0.618,0.469,8.08,0.08,23.73,0.8521437889662113,0.156,0.834,3.698,1.806,10.122,0.975,Flooded Pothole,0.95,True,0.378,0.18
SC085,Urban,Mud,Drizzle,Night_Dark,7.06,18.0,11.0,97.0,97.5,Severe,18.79,0.79,0.414,11.73,-6.27,0.426,0.503,Surface,0.307,0.923,0.25,17.85,-0.15,17.66,0.6440364210831414,0.29,0.607,-0.08,-0.439,9.466,0.957,Flooded Pothole,0.95,True,0.462,0.232
SC086,Urban,Gravel,Thunderstorm,Night_Streetlights,11.61,20.0,3.0,360.0,356.18,Severe,18.19,-1.81,0.407,17.72,-2.28,0.263,0.711,Surface,0.598,0.552,0.366,20.05,0.05,25.04,0.8869204367171575,0.181,0.873,7.731,0.622,10.55,0.945,Flooded Pothole,0.95,True,0.366,0.172
SC087,Urban,Dirt,Rainy,Daylight,9.75,13.0,9.0,257.0,260.19,Severe,11.41,-1.59,0.339,8.37,-4.63,0.398,0.54,Surface,0.358,0.858,0.25,12.84,-0.16,19.27,0.697676326071031,0.282,0.664,6.502,1.829,9.531,0.952,Flooded Pothole,0.95,True,0.438,0.217
SC088,Rural,Dirt,Thunderstorm,Night_Dark,4.45,13.0,5.0,468.0,463.7,Severe,12.48,-0.52,0.289,10.69,-2.31,0.319,0.641,Surface,0.498,0.678,0.293,13.2,0.2,22.31,0.8187307530779818,0.243,0.797,3.239,1.143,10.093,0.963,Flooded Pothole,0.95,True,0.39,0.188
SC089,Rural,Asphalt,Rainy,Daylight,8.68,19.0,18.0,276.0,278.65,Extreme,22.08,3.08,0.186,15.77,-3.23,0.484,0.416,Mixed,0.192,0.931,0.25,19.39,0.39,7.49,0.4867522559599717,0.3,0.441,4.5,3.407,9.857,0.976,Flooded Pothole,0.95,True,0.546,0.285
SC090,Urban,Gravel,Rainy,Dusk,5.55,10.0,7.0,174.0,174.43,Moderate,10.02,0.02,0.455,6.81,-3.19,0.363,0.585,Surface,0.42,0.778,0.25,10.41,0.41,20.87,0.7557837414557255,0.225,0.727,1.855,4.179,9.324,0.972,Flooded Pothole,0.95,True,0.414,0.203
SC091,Rural,Gravel,Drizzle,Night_Dark,7.17,13.0,8.0,82.0,79.84,Moderate,13.4,0.4,0.517,8.68,-4.32,0.382,0.562,Surface,0.387,0.82,0.25,13.41,0.41,21.71,0.7261490370736909,0.226,0.695,4.311,3.326,9.882,0.96,Flooded Pothole,0.95,True,0.426,0.21
SC092,Urban,Concrete,Cloudy,Night_Streetlights,8.91,20.0,17.0,111.0,109.37,Extreme,21.65,1.65,0.278,11.67,-8.33,0.479,0.425,Surface,0.204,0.947,0.25,19.71,-0.29,6.79,0.5066169923655895,0.3,0.462,0.964,4.806,9.368,0.979,Flooded Pothole,0.95,True,0.534,0.278
SC093,Rural,Dirt,Thunderstorm,Dawn,6.04,7.0,4.0,306.0,304.24,Moderate,7.09,0.09,0.424,7.17,0.17,0.293,0.674,Bottom,0.545,0.618,0.474,6.96,-0.04,26.44,0.8521437889662113,0.191,0.834,3.304,2.758,9.316,0.957,Flooded Pothole,0.95,True,0.378,0.18
SC094,Rural,Concrete,Mist,Night_Dark,7.31,16.0,15.0,150.0,138.94,Extreme,16.58,0.58,0.297,16.36,0.36,0.465,0.447,Bottom,0.233,0.982,0.25,16.77,0.77,11.38,0.5488116360940265,0.3,0.506,7.122,2.304,10.063,0.979,Flooded Pothole,0.95,True,0.51,0.263
SC095,Rural,Dirt,Drizzle,Night_Streetlights,4.31,13.0,4.0,144.0,147.16,Moderate,14.39,1.39,0.58,10.87,-2.13,0.293,0.674,Surface,0.545,0.618,0.333,12.92,-0.08,23.93,0.8521437889662113,0.159,0.834,6.168,0.673,10.436,0.963,Flooded Pothole,0.95,True,0.378,0.18
SC096,Rural,Concrete,Clear,Night_Dark,9.39,10.0,3.0,27.0,31.15,Low,9.71,-0.29,0.779,8.34,-1.66,0.263,0.711,Surface,0.598,0.552,0.395,10.07,0.07,26.9,0.8869204367171575,0.116,0.873,5.573,3.517,10.271,0.97,Shallow Puddle,0.9,True,0.366,0.172
SC097,Rural,Gravel,Clear,Daylight,3.79,14.0,3.0,46.0,51.19,Low,13.84,-0.16,0.748,13.91,-0.09,0.263,0.711,Bottom,0.598,0.552,0.533,13.94,-0.06,26.97,0.8869204367171575,0.12,0.873,5.808,2.726,8.974,0.969,Shallow Puddle,0.9,True,0.366,0.172
SC098,Urban,Asphalt,Drizzle,Dawn,8.97,6.0,4.0,154.0,157.78,Moderate,5.51,-0.49,0.568,6.36,0.36,0.293,0.674,Bottom,0.545,0.618,0.463,6.07,0.07,28.02,0.8521437889662113,0.162,0.834,3.653,-0.659,9.925,0.976,Flooded Pothole,0.95,True,0.378,0.18
SC099,Rural,Concrete,Clear,Dawn,6.4,14.0,7.0,61.0,57.13,Moderate,13.49,-0.51,0.576,14.54,0.54,0.363,0.585,Bottom,0.42,0.778,0.345,14.12,0.12,21.52,0.7557837414557255,0.201,0.727,4.828,3.251,9.86,0.977,Flooded Pothole,0.95,True,0.414,0.203
SC100,Urban,Concrete,Drizzle,Night_Streetlights,6.92,8.0,1.0,182.0,183.4,Low,7.39,-0.61,0.651,8.04,0.04,0.192,0.798,Bottom,0.728,0.394,0.688,8.02,0.02,29.89,0.9607894391523232,0.107,0.956,3.042,-1.081,10.182,0.976,Shallow Puddle,0.9,True,0.342,0.158
SC101,Urban,Mud,Cloudy,Daylight,3.18,14.0,1.0,113.0,115.41,Low,14.11,0.11,0.746,14.1,0.1,0.192,0.798,Bottom,0.728,0.394,0.683,14.25,0.25,30.82,0.9607894391523232,0.093,0.956,7.341,4.518,10.582,0.969,Shallow Puddle,0.9,True,0.342,0.158
SC102,Urban,Dirt,Thunderstorm,Night_Dark,6.43,17.0,14.0,482.0,489.97,Extreme,15.87,-1.13,0.156,9.69,-7.31,0.457,0.459,Surface,0.249,0.998,0.25,17.02,0.02,14.84,0.5712090638488149,0.3,0.529,-0.196,3.819,9.202,0.966,Flooded Pothole,0.95,True,0.498,0.255
SC103,Rural,Mud,Drizzle,Night_Dark,11.48,6.0,4.0,105.0,96.54,Moderate,6.83,0.83,0.642,6.04,0.04,0.293,0.674,Bottom,0.545,0.618,0.481,5.84,-0.16,22.72,0.8521437889662113,0.149,0.834,1.466,0.458,9.774,0.924,Flooded Pothole,0.95,True,0.378,0.18
SC104,Urban,Concrete,Drizzle,Dawn,7.52,10.0,3.0,124.0,128.12,Moderate,10.08,0.08,0.642,9.85,-0.15,0.263,0.711,Bottom,0.598,0.552,0.53,9.95,-0.05,28.9,0.8869204367171575,0.136,0.873,0.324,2.881,9.364,0.976,Flooded Pothole,0.95,True,0.366,0.172
SC105,Urban,Concrete,Rainy,Night_Streetlights,4.31,20.0,9.0,128.0,126.7,Severe,19.11,-0.89,0.442,15.29,-4.71,0.398,0.54,Surface,0.358,0.858,0.25,19.42,-0.58,19.12,0.697676326071031,0.255,0.664,0.5,3.718,9.073,0.981,Flooded Pothole,0.95,True,0.438,0.217
SC106,Rural,Gravel,Clear,Daylight,7.9,13.0,12.0,80.0,78.85,Severe,13.77,0.77,0.403,11.33,-1.67,0.437,0.487,Mixed,0.286,0.95,0.25,12.74,-0.26,19.46,0.6187833918061408,0.3,0.58,5.368,3.159,9.271,0.962,Flooded Pothole,0.95,True,0.474,0.24
SC107,Rural,Concrete,Clear,Night_Dark,11.08,12.0,10.0,19.0,19.3,Moderate,12.22,0.22,0.515,6.94,-5.06,0.413,0.521,Surface,0.331,0.892,0.25,11.97,-0.03,17.14,0.6703200460356393,0.254,0.635,0.609,2.164,9.62,0.973,Flooded Pothole,0.95,True,0.45,0.225
SC108,Urban,Concrete,Clear,Daylight,10.24,14.0,9.0,95.0,92.27,Moderate,14.17,0.17,0.474,14.19,0.19,0.398,0.54,Bottom,0.358,0.858,0.311,14.38,0.38,21.46,0.697676326071031,0.248,0.664,4.435,3.013,9.713,0.975,Flooded Pothole,0.95,True,0.438,0.217
SC109,Rural,Gravel,Clear,Night_Streetlights,11.43,14.0,11.0,51.0,37.75,Severe,14.91,0.91,0.466,13.98,-0.02,0.426,0.503,Bottom,0.307,0.923,0.28,13.93,-0.07,16.24,0.6440364210831414,0.278,0.607,6.178,0.906,10.149,0.947,Flooded Pothole,0.95,True,0.462,0.232
SC110,Rural,Mud,Rainy,Dawn,5.22,6.0,3.0,308.0,300.96,Moderate,5.37,-0.63,0.454,3.91,-2.09,0.263,0.711,Surface,0.598,0.552,0.375,6.18,0.18,28.31,0.8869204367171575,0.17,0.873,-0.923,2.413,9.752,0.956,Flooded Pothole,0.95,True,0.366,0.172
SC111,Urban,Gravel,Clear,Daylight,7.76,5.0,5.0,34.0,37.61,Low,4.59,-0.41,0.679,2.09,-2.91,0.319,0.641,Surface,0.498,0.678,0.273,4.81,-0.19,25.07,0.8187307530779818,0.158,0.797,-0.148,0.518,9.97,0.97,Flooded Pothole,0.95,True,0.39,0.188
SC112,Rural,Concrete,Foggy,Night_Streetlights,6.36,13.0,2.0,249.0,247.8,Moderate,12.76,-0.24,0.538,13.12,0.12,0.23,0.752,Bottom,0.659,0.478,0.598,12.94,-0.06,29.34,0.9231163463866358,0.14,0.913,6.255,3.252,9.189,0.974,Shallow Puddle,0.9,True,0.354,0.165
SC113,Urban,Dirt,Rainy,Dusk,8.7,18.0,10.0,202.0,196.59,Severe,18.79,0.79,0.361,13.22,-4.78,0.413,0.521,Surface,0.331,0.892,0.25,18.08,0.08,16.12,0.6703200460356393,0.289,0.635,-1.124,3.234,10.32,0.954,Flooded Pothole,0.95,True,0.45,0.225
SC114,Rural,Concrete,Rainy,Night_Streetlights,10.14,14.0,10.0,222.0,226.62,Severe,14.02,0.02,0.34,11.95,-2.05,0.413,0.521,Mixed,0.331,0.892,0.25,13.65,-0.35,15.67,0.6703200460356393,0.295,0.635,3.105,3.025,9.518,0.973,Flooded Pothole,0.95,True,0.45,0.225
SC115,Urban,Mud,Rainy,Dawn,3.16,15.0,8.0,202.0,205.03,Severe,14.06,-0.94,0.403,11.61,-3.39,0.382,0.562,Surface,0.387,0.82,0.25,15.37,0.37,20.72,0.7261490370736909,0.251,0.695,1.97,5.098,10.336,0.973,Flooded Pothole,0.95,True,0.426,0.21
SC116,Urban,Dirt,Mist,Night_Dark,3.88,19.0,13.0,86.0,85.52,Severe,18.85,-0.15,0.374,19.59,0.59,0.448,0.473,Bottom,0.267,0.975,0.25,19.69,0.69,14.63,0.5945205479701944,0.3,0.554,6.74,5.271,9.532,0.974,Flooded Pothole,0.95,True,0.486,0.247
SC117,Rural,Gravel,Mist,Night_Streetlights,7.49,6.0,1.0,114.0,112.18,Low,5.98,-0.02,0.751,5.75,-0.25,0.192,0.798,Bottom,0.728,0.394,0.671,5.82,-0.18,29.91,0.9607894391523232,0.092,0.956,1.989,-0.069,10.418,0.952,Shallow Puddle,0.9,True,0.342,0.158
SC118,Rural,Gravel,Mist,Night_Streetlights,8.09,8.0,0.0,160.0,160.85,Low,7.91,-0.09,0.725,8.0,0.0,0.0,1.0,Bottom,1.0,0.0,1.0,8.05,0.05,29.19,1.0,0.082,1.0,2.207,2.209,10.112,0.946,Dry,0.98,False,0.0,0.15
SC119,Urban,Concrete,Drizzle,Night_Dark,2.93,5.0,4.0,184.0,180.11,Moderate,5.19,0.19,0.543,3.32,-1.68,0.293,0.674,Mixed,0.545,0.618,0.369,5.18,0.18,25.91,0.8521437889662113,0.166,0.834,-0.295,0.553,9.498,0.985,Flooded Pothole,0.95,True,0.378,0.18
SC120,Rural,Asphalt,Clear,Daylight,9.05,20.0,9.0,65.0,66.28,Severe,20.78,0.78,0.499,20.56,0.56,0.398,0.54,Bottom,0.358,0.858,0.297,19.83,-0.17,18.26,0.697676326071031,0.243,0.664,9.724,4.078,9.496,0.97,Flooded Pothole,0.95,True,0.438,0.217
SC121,Rural,Dirt,Rainy,Daylight,5.84,19.0,17.0,157.0,157.13,Extreme,20.01,1.01,0.252,15.84,-3.16,0.479,0.425,Mixed,0.204,0.947,0.25,18.82,-0.18,7.49,0.5066169923655895,0.3,0.462,8.519,2.525,10.082,0.963,Flooded Pothole,0.95,True,0.534,0.278
SC122,Urban,Mud,Thunderstorm,Dawn,10.54,13.0,12.0,452.0,447.38,Extreme,10.26,-2.74,0.193,6.6,-6.4,0.437,0.487,Surface,0.286,0.95,0.25,12.71,-0.29,19.55,0.6187833918061408,0.3,0.58,3.148,2.921,10.17,0.949,Flooded Pothole,0.95,True,0.474,0.24
SC123,Rural,Gravel,Thunderstorm,Dawn,10.37,14.0,11.0,326.0,328.47,Extreme,14.51,0.51,0.261,8.1,-5.9,0.426,0.503,Surface,0.307,0.923,0.25,13.84,-0.16,16.98,0.6440364210831414,0.3,0.607,0.008,2.302,10.272,0.951,Flooded Pothole,0.95,True,0.462,0.232
SC124,Rural,Mud,Thunderstorm,Daylight,5.45,19.0,17.0,373.0,385.8,Extreme,19.14,0.14,0.16,16.42,-2.58,0.479,0.425,Mixed,0.204,0.947,0.25,19.61,0.61,8.66,0.5066169923655895,0.3,0.462,3.154,4.539,10.071,0.961,Flooded Pothole,0.95,True,0.534,0.278
SC125,Rural,Mud,Rainy,Dusk,7.72,11.0,11.0,181.0,190.06,Severe,11.93,0.93,0.344,9.5,-1.5,0.426,0.503,Mixed,0.307,0.923,0.25,11.15,0.15,14.44,0.6440364210831414,0.3,0.607,2.274,1.605,10.073,0.952,Flooded Pothole,0.95,True,0.462,0.232
SC126,Rural,Concrete,Clear,Dusk,11.88,20.0,12.0,49.0,45.36,Severe,20.1,0.1,0.431,14.02,-5.98,0.437,0.487,Surface,0.286,0.95,0.25,20.04,0.04,13.6,0.6187833918061408,0.299,0.58,7.588,3.112,10.503,0.969,Flooded Pothole,0.95,True,0.474,0.24
SC127,Rural,Concrete,Clear,Daylight,3.0,15.0,3.0,56.0,57.9,Moderate,15.3,0.3,0.738,15.26,0.26,0.263,0.711,Bottom,0.598,0.552,0.523,15.59,0.59,26.29,0.8869204367171575,0.122,0.873,8.628,3.731,9.636,0.98,Shallow Puddle,0.9,True,0.366,0.172
SC128,Urban,Dirt,Mist,Daylight,6.69,18.0,4.0,89.0,80.7,Moderate,18.27,0.27,0.663,18.16,0.16,0.293,0.674,Bottom,0.545,0.618,0.475,17.8,-0.2,23.58,0.8521437889662113,0.146,0.834,-0.04,-0.789,10.025,0.957,Flooded Pothole,0.95,True,0.378,0.18
SC129,Rural,Gravel,Foggy,Night_Streetlights,5.8,7.0,5.0,236.0,241.27,Moderate,7.06,0.06,0.452,7.16,0.16,0.319,0.641,Bottom,0.498,0.678,0.429,7.55,0.55,23.23,0.8187307530779818,0.198,0.797,-0.625,0.854,10.0,0.966,Flooded Pothole,0.95,True,0.39,0.188
SC130,Rural,Gravel,Thunderstorm,Night_Dark,4.35,6.0,4.0,267.0,267.48,Moderate,5.68,-0.32,0.456,6.06,0.06,0.293,0.674,Bottom,0.545,0.618,0.48,6.04,0.04,24.48,0.8521437889662113,0.183,0.834,0.596,0.375,9.516,0.971,Flooded Pothole,0.95,True,0.378,0.18
SC131,Urban,Gravel,Mist,Dawn,8.34,18.0,3.0,177.0,183.28,Moderate,17.5,-0.5,0.575,16.25,-1.75,0.263,0.711,Surface,0.598,0.552,0.39,18.24,0.24,26.69,0.8869204367171575,0.147,0.873,4.65,0.915,9.989,0.957,Flooded Pothole,0.95,True,0.366,0.172
SC132,Rural,Asphalt,Cloudy,Dusk,9.96,5.0,0.0,133.0,138.16,Low,4.33,-0.67,0.759,5.04,0.04,0.0,1.0,Bottom,1.0,0.0,1.0,5.11,0.11,30.12,1.0,0.078,1.0,-0.99,2.19,10.082,0.963,Dry,0.98,False,0.0,0.15
SC133,Rural,Gravel,Drizzle,Night_Streetlights,6.12,9.0,3.0,215.0,220.33,Moderate,8.69,-0.31,0.534,9.47,0.47,0.263,0.711,Bottom,0.598,0.552,0.51,9.27,0.27,28.58,0.8869204367171575,0.154,0.873,-1.044,0.987,9.888,0.96,Shallow Puddle,0.9,True,0.366,0.172
SC134,Urban,Concrete,Cloudy,Dawn,11.13,17.0,7.0,177.0,184.9,Moderate,16.74,-0.26,0.446,14.97,-2.03,0.363,0.585,Mixed,0.42,0.778,0.267,16.81,-0.19,20.09,0.7557837414557255,0.227,0.727,0.32,3.765,9.703,0.972,Flooded Pothole,0.95,True,0.414,0.203
SC135,Urban,Concrete,Rainy,Dusk,2.09,19.0,8.0,290.0,286.16,Severe,19.13,0.13,0.342,19.61,0.61,0.382,0.562,Bottom,0.387,0.82,0.317,18.76,-0.24,21.88,0.7261490370736909,0.267,0.695,10.084,1.665,9.184,0.984,Flooded Pothole,0.95,True,0.426,0.21
SC136,Rural,Dirt,Mist,Night_Dark,11.45,10.0,1.0,136.0,134.93,Low,9.99,-0.01,0.717,9.85,-0.15,0.192,0.798,Bottom,0.728,0.394,0.679,10.05,0.05,29.05,0.9607894391523232,0.097,0.956,-0.17,-0.721,9.496,0.918,Shallow Puddle,0.9,True,0.342,0.158
SC137,Rural,Mud,Mist,Night_Streetlights,5.02,13.0,7.0,188.0,190.46,Moderate,13.37,0.37,0.441,10.35,-2.65,0.363,0.585,Surface,0.42,0.778,0.25,13.2,0.2,20.77,0.7557837414557255,0.228,0.727,3.694,2.295,8.975,0.958,Flooded Pothole,0.95,True,0.414,0.203
SC138,Rural,Dirt,Clear,Daylight,4.96,17.0,11.0,73.0,69.81,Severe,18.04,1.04,0.437,14.89,-2.11,0.426,0.503,Mixed,0.307,0.923,0.25,17.11,0.11,15.97,0.6440364210831414,0.284,0.607,2.175,1.35,10.492,0.964,Flooded Pothole,0.95,True,0.462,0.232
SC139,Urban,Gravel,Thunderstorm,Night_Streetlights,10.65,13.0,0.0,394.0,397.16,Moderate,13.2,0.2,0.452,12.77,-0.23,0.0,1.0,Bottom,1.0,0.0,1.0,13.28,0.28,32.69,1.0,0.129,1.0,3.37,0.931,10.106,0.946,Dry,0.98,False,0.0,0.15
SC140,Rural,Asphalt,Thunderstorm,Dusk,5.52,12.0,9.0,455.0,451.94,Extreme,11.45,-0.55,0.231,7.53,-4.47,0.398,0.54,Surface,0.358,0.858,0.25,12.18,0.18,22.22,0.697676326071031,0.3,0.664,3.323,1.929,9.435,0.979,Flooded Pothole,0.95,True,0.438,0.217
SC141,Rural,Concrete,Mist,Daylight,9.89,8.0,0.0,119.0,118.12,Low,7.66,-0.34,0.79,7.79,-0.21,0.0,1.0,Bottom,1.0,0.0,1.0,7.91,-0.09,29.95,1.0,0.074,1.0,3.055,1.218,9.583,0.966,Dry,0.98,False,0.0,0.15
SC142,Rural,Asphalt,Mist,Daylight,9.47,7.0,4.0,121.0,129.97,Moderate,6.78,-0.22,0.601,7.11,0.11,0.293,0.674,Bottom,0.545,0.618,0.477,7.2,0.2,28.99,0.8521437889662113,0.156,0.834,2.571,0.547,9.17,0.971,Flooded Pothole,0.95,True,0.378,0.18
SC143,Urban,Concrete,Cloudy,Night_Dark,11.13,16.0,16.0,178.0,175.35,Extreme,15.75,-0.25,0.259,8.86,-7.14,0.472,0.436,Surface,0.218,0.963,0.25,16.54,0.54,11.68,0.5272924240430485,0.3,0.483,0.817,1.723,9.705,0.978,Flooded Pothole,0.95,True,0.522,0.27
SC144,Rural,Concrete,Thunderstorm,Night_Streetlights,5.39,14.0,11.0,472.0,470.2,Extreme,15.57,1.57,0.196,14.65,0.65,0.426,0.503,Bottom,0.307,0.923,0.259,14.15,0.15,18.4,0.6440364210831414,0.3,0.607,5.04,3.927,9.766,0.981,Flooded Pothole,0.95,True,0.462,0.232
SC145,Rural,Asphalt,Clear,Daylight,8.74,12.0,10.0,92.0,97.85,Moderate,13.18,1.18,0.44,7.24,-4.76,0.413,0.521,Surface,0.331,0.892,0.25,12.03,0.03,19.81,0.6703200460356393,0.27,0.635,4.515,1.175,9.798,0.975,Flooded Pothole,0.95,True,0.45,0.225
SC146,Rural,Dirt,Clear,Night_Streetlights,3.24,5.0,2.0,68.0,63.92,Low,5.18,0.18,0.777,5.05,0.05,0.23,0.752,Bottom,0.659,0.478,0.603,5.17,0.17,27.89,0.9231163463866358,0.103,0.913,-1.353,0.561,10.0,0.97,Shallow Puddle,0.9,True,0.354,0.165
SC147,Rural,Gravel,Foggy,Night_Streetlights,6.71,16.0,3.0,159.0,159.23,Moderate,15.27,-0.73,0.603,14.59,-1.41,0.263,0.711,Surface,0.598,0.552,0.407,16.35,0.35,25.94,0.8869204367171575,0.142,0.873,8.833,2.607,10.772,0.956,Shallow Puddle,0.9,True,0.366,0.172
SC148,Rural,Mud,Foggy,Daylight,8.49,7.0,7.0,177.0,178.1,Moderate,7.33,0.33,0.452,3.98,-3.02,0.363,0.585,Surface,0.42,0.778,0.25,7.06,0.06,22.51,0.7557837414557255,0.226,0.727,3.338,2.511,9.25,0.948,Flooded Pothole,0.95,True,0.414,0.203
SC149,Urban,Asphalt,Clear,Dawn,2.97,14.0,7.0,14.0,14.93,Moderate,13.93,-0.07,0.627,14.46,0.46,0.363,0.585,Bottom,0.42,0.778,0.348,14.24,0.24,20.55,0.7557837414557255,0.193,0.727,-1.082,2.496,9.125,0.983,Flooded Pothole,0.95,True,0.414,0.203
SC150,Urban,Mud,Rainy,Night_Streetlights,9.42,16.0,13.0,270.0,275.98,Extreme,14.15,-1.85,0.256,14.46,-1.54,0.448,0.473,Mixed,0.267,0.975,0.25,16.3,0.3,17.22,0.5945205479701944,0.3,0.554,4.406,1.933,10.336,0.951,Flooded Pothole,0.95,True,0.486,0.247
SC151,Rural,Concrete,Mist,Dawn,11.39,20.0,19.0,132.0,124.76,Extreme,17.69,-2.31,0.238,11.27,-8.73,0.489,0.407,Surface,0.18,0.917,0.25,19.68,-0.32,8.26,0.46766642700990924,0.3,0.422,6.519,1.612,9.394,0.973,Flooded Pothole,0.95,True,0.558,0.293
SC152,Urban,Gravel,Mist,Dusk,11.51,11.0,7.0,136.0,137.22,Moderate,10.76,-0.24,0.491,11.41,0.41,0.363,0.585,Bottom,0.42,0.778,0.35,11.13,0.13,21.45,0.7557837414557255,0.217,0.727,-0.719,3.425,10.379,0.954,Flooded Pothole,0.95,True,0.414,0.203
SC153,Urban,Gravel,Mist,Dusk,4.76,16.0,1.0,130.0,139.23,Moderate,15.49,-0.51,0.711,15.91,-0.09,0.192,0.798,Bottom,0.728,0.394,0.684,15.99,-0.01,29.17,0.9607894391523232,0.098,0.956,3.445,4.473,10.175,0.968,Shallow Puddle,0.9,True,0.342,0.158
SC154,Rural,Asphalt,Clear,Daylight,5.34,5.0,0.0,100.0,98.79,Low,5.14,0.14,0.821,4.81,-0.19,0.0,1.0,Bottom,1.0,0.0,1.0,5.17,0.17,29.88,1.0,0.07,1.0,3.92,0.97,10.001,0.973,Dry,0.98,False,0.0,0.15
SC155,Urban,Concrete,Clear,Night_Dark,10.13,11.0,9.0,27.0,32.59,Moderate,11.38,0.38,0.534,9.72,-1.28,0.398,0.54,Mixed,0.358,0.858,0.251,11.13,0.13,21.19,0.697676326071031,0.237,0.664,1.17,0.479,10.472,0.977,Flooded Pothole,0.95,True,0.438,0.217
SC156,Rural,Concrete,Thunderstorm,Daylight,11.84,5.0,2.0,469.0,469.98,Moderate,6.0,1.0,0.345,5.29,0.29,0.23,0.752,Bottom,0.659,0.478,0.586,4.86,-0.14,30.3,0.9231163463866358,0.184,0.913,3.206,1.793,9.646,0.966,Shallow Puddle,0.9,True,0.354,0.165
SC157,Rural,Concrete,Thunderstorm,Daylight,2.15,8.0,0.0,283.0,282.8,Moderate,7.0,-1.0,0.568,8.02,0.02,0.0,1.0,Bottom,1.0,0.0,1.0,7.89,-0.11,31.26,1.0,0.107,1.0,-0.344,-0.912,9.983,0.981,Dry,0.98,False,0.0,0.15
SC158,Rural,Concrete,Clear,Daylight,9.42,13.0,0.0,16.0,12.74,Low,12.86,-0.14,0.975,12.72,-0.28,0.0,1.0,Bottom,1.0,0.0,1.0,12.95,-0.05,26.36,1.0,0.053,1.0,-0.628,1.462,9.079,0.967,Dry,0.98,False,0.0,0.15
SC159,Urban,Mud,Mist,Dawn,5.62,20.0,14.0,179.0,171.08,Extreme,21.13,1.13,0.296,17.46,-2.54,0.457,0.459,Mixed,0.249,0.998,0.25,20.39,0.39,11.46,0.5712090638488149,0.3,0.529,0.89,1.189,10.436,0.964,Flooded Pothole,0.95,True,0.498,0.255
SC160,Urban,Mud,Rainy,Night_Dark,9.27,12.0,9.0,131.0,138.52,Moderate,12.84,0.84,0.432,7.3,-4.7,0.398,0.54,Surface,0.358,0.858,0.25,12.05,0.05,16.14,0.697676326071031,0.258,0.664,3.251,1.299,10.126,0.95,Flooded Pothole,0.95,True,0.438,0.217
SC161,Rural,Mud,Rainy,Dawn,6.26,6.0,3.0,222.0,220.76,Moderate,5.58,-0.42,0.533,6.03,0.03,0.263,0.711,Bottom,0.598,0.552,0.537,6.31,0.31,27.36,0.8869204367171575,0.154,0.873,1.316,0.803,10.285,0.95,Flooded Pothole,0.95,True,0.366,0.172
SC162,Rural,Asphalt,Mist,Night_Streetlights,8.08,7.0,1.0,121.0,118.14,Low,7.27,0.27,0.742,7.17,0.17,0.192,0.798,Bottom,0.728,0.394,0.678,7.01,0.01,27.83,0.9607894391523232,0.094,0.956,0.228,1.081,9.723,0.969,Shallow Puddle,0.9,True,0.342,0.158
SC163,Urban,Asphalt,Drizzle,Night_Dark,4.95,15.0,12.0,215.0,218.49,Extreme,15.7,0.7,0.305,9.48,-5.52,0.437,0.487,Surface,0.286,0.95,0.25,15.28,0.28,14.8,0.6187833918061408,0.3,0.58,4.096,3.065,9.215,0.982,Flooded Pothole,0.95,True,0.474,0.24
SC164,Rural,Mud,Clear,Dawn,10.88,11.0,6.0,57.0,63.59,Moderate,11.22,0.22,0.605,11.06,0.06,0.342,0.612,Bottom,0.457,0.73,0.397,11.3,0.3,23.1,0.7866278610665535,0.183,0.761,4.412,2.918,9.195,0.924,Flooded Pothole,0.95,True,0.402,0.195
SC165,Rural,Dirt,Thunderstorm,Night_Streetlights,2.95,17.0,13.0,436.0,432.74,Extreme,16.2,-0.8,0.187,10.46,-6.54,0.448,0.473,Surface,0.267,0.975,0.25,17.17,0.17,13.54,0.5945205479701944,0.3,0.554,3.919,3.857,10.25,0.975,Flooded Pothole,0.95,True,0.486,0.247
SC166,Rural,Dirt,Mist,Dusk,11.23,16.0,4.0,167.0,166.88,Moderate,17.39,1.39,0.558,16.19,0.19,0.293,0.674,Bottom,0.545,0.618,0.473,16.01,0.01,25.38,0.8521437889662113,0.163,0.834,2.612,4.57,10.356,0.923,Flooded Pothole,0.95,True,0.378,0.18
SC167,Urban,Asphalt,Thunderstorm,Dawn,9.45,7.0,6.0,274.0,277.07,Moderate,6.14,-0.86,0.395,3.7,-3.3,0.342,0.612,Surface,0.457,0.73,0.25,7.09,0.09,23.77,0.7866278610665535,0.225,0.761,0.62,0.616,9.906,0.977,Flooded Pothole,0.95,True,0.402,0.195
