scenario_id,road_environment,road_type,pothole_depth,water_depth,ntu,weather,lighting,vehicle_speed,severity,temperature_c,relative_humidity_pct,ambient_lux,water_conductivity_factor,road_roughness_factor,surface_reflectance_prior,radar_return_strength_prior
SC00184,Urban,Mud,9.26,4.87,275.98,Rainy,Night_Streetlights,38.39,Severe,17.65,84.71,200.46,0.881,2.35,0.12,0.62
SC00185,Rural,Asphalt,12.8,6.73,298.17,Thunderstorm,Daylight,40.45,Severe,25.76,84.97,18033.785,1.223,1.15,0.18,0.8
SC00186,Urban,Concrete,17.17,8.17,202.01,Rainy,Dusk,25.94,Severe,22.51,92.88,3655.032,1.016,0.9,0.45,0.95
SC00187,Urban,Concrete,13.04,0.0,12.16,Clear,Night_Streetlights,47.79,Severe,26.27,49.92,98.451,1.056,0.9,0.45,0.95
SC00188,Urban,Concrete,15.79,0.0,182.54,Foggy,Daylight,20.91,Moderate,22.24,93.57,25738.01,1.006,0.9,0.45,0.95
SC00189,Rural,Asphalt,13.52,0.0,200.96,Rainy,Daylight,32.93,Moderate,19.04,88.04,30406.283,1.127,1.15,0.18,0.8
SC00190,Urban,Concrete,11.64,0.0,71.54,Cloudy,Night_Streetlights,19.15,Moderate,19.0,65.28,207.791,0.664,0.9,0.45,0.95
SC00191,Urban,Mud,7.96,0.0,81.05,Cloudy,Daylight,32.51,Moderate,25.58,62.76,24292.128,1.046,2.35,0.12,0.62
SC00192,Rural,Asphalt,7.42,0.0,173.52,Rainy,Night_Streetlights,41.9,Moderate,17.96,88.8,206.028,0.901,1.15,0.18,0.8
SC00193,Urban,Asphalt,4.86,1.44,223.89,Rainy,Daylight,27.64,Moderate,22.62,82.18,38768.712,1.276,1.0,0.18,0.8
SC00194,Urban,Asphalt,9.23,0.0,105.87,Mist,Daylight,34.96,Moderate,21.47,88.99,32916.553,1.017,1.0,0.18,0.8
SC00195,Urban,Concrete,14.37,0.0,109.49,Mist,Night_Streetlights,30.89,Severe,16.98,79.75,44.852,0.833,0.9,0.45,0.95
SC00196,Urban,Asphalt,7.05,1.35,143.28,Drizzle,Daylight,35.14,Moderate,23.1,94.8,31538.463,0.969,1.0,0.18,0.8
SC00197,Urban,Asphalt,9.54,1.17,113.11,Cloudy,Dawn,45.64,Severe,23.79,67.13,4183.324,0.829,1.0,0.18,0.8
SC00198,Urban,Dirt,13.63,0.0,23.83,Clear,Dawn,34.4,Severe,22.08,51.28,4550.992,0.971,2.0,0.24,0.72
SC00199,Urban,Concrete,14.52,0.0,62.33,Clear,Night_Streetlights,20.4,Moderate,28.89,53.33,228.184,0.606,0.9,0.45,0.95
SC00200,Rural,Dirt,10.33,0.0,113.3,Cloudy,Night_Dark,55.66,Moderate,31.09,74.11,1.037,1.046,2.3,0.24,0.72
SC00201,Urban,Concrete,7.44,2.23,166.93,Rainy,Night_Streetlights,19.94,Moderate,19.86,83.9,103.472,0.96,0.9,0.45,0.95
SC00202,Urban,Gravel,18.43,0.0,13.8,Clear,Night_Streetlights,45.58,Severe,29.79,65.83,231.298,1.027,1.55,0.32,0.9
SC00203,Rural,Asphalt,14.6,0.0,49.11,Clear,Night_Streetlights,57.1,Severe,27.28,46.31,84.87,0.799,1.15,0.18,0.8
SC00204,Rural,Concrete,8.75,0.0,28.95,Clear,Dusk,72.95,Moderate,24.49,31.56,3534.636,0.953,1.035,0.45,0.95
SC00205,Urban,Gravel,5.75,1.75,200.86,Rainy,Daylight,24.33,Moderate,19.13,93.07,25282.776,1.126,1.55,0.32,0.9
SC00206,Urban,Concrete,5.4,1.45,79.81,Cloudy,Night_Streetlights,24.33,Low,27.6,65.89,8.018,1.127,0.9,0.45,0.95
SC00207,Urban,Asphalt,7.35,0.0,23.79,Clear,Night_Streetlights,36.53,Moderate,23.42,49.19,183.081,0.641,1.0,0.18,0.8
SC00208,Urban,Asphalt,12.35,1.64,207.16,Rainy,Daylight,22.38,Moderate,18.71,90.53,10865.251,1.202,1.0,0.18,0.8
SC00209,Rural,Gravel,5.9,0.0,103.4,Cloudy,Daylight,42.4,Low,21.92,77.88,19010.1,1.025,1.7825,0.32,0.9
SC00210,Urban,Gravel,11.07,6.15,339.22,Thunderstorm,Daylight,26.55,Severe,23.96,79.29,27278.631,1.315,1.55,0.32,0.9
SC00211,Urban,Dirt,11.65,0.0,82.85,Clear,Night_Streetlights,29.84,Moderate,21.55,46.56,38.693,0.854,2.0,0.24,0.72
SC00212,Urban,Concrete,14.91,5.02,212.86,Rainy,Night_Streetlights,29.47,Severe,23.03,84.2,32.117,1.334,0.9,0.45,0.95
SC00213,Urban,Mud,11.69,0.0,86.64,Clear,Dusk,47.38,Severe,32.55,41.43,4064.672,0.863,2.35,0.12,0.62
SC00214,Urban,Asphalt,13.75,3.06,176.59,Rainy,Night_Dark,19.04,Moderate,16.43,92.32,1.813,1.159,1.0,0.18,0.8
SC00215,Urban,Concrete,11.12,3.65,184.15,Rainy,Daylight,29.49,Moderate,18.46,92.67,30952.283,1.004,0.9,0.45,0.95
SC00216,Rural,Concrete,12.84,0.0,272.62,Rainy,Dawn,36.86,Moderate,16.91,86.8,2974.642,1.146,1.035,0.45,0.95
SC00217,Rural,Asphalt,12.95,3.62,307.19,Rainy,Daylight,50.6,Severe,23.39,91.16,20148.879,0.833,1.15,0.18,0.8
SC00218,Urban,Gravel,4.87,0.0,106.89,Mist,Night_Streetlights,20.12,Low,23.12,88.07,37.226,0.923,1.55,0.32,0.9
SC00219,Urban,Asphalt,8.51,2.42,153.09,Drizzle,Daylight,26.48,Moderate,22.06,69.74,44205.376,0.835,1.0,0.18,0.8
SC00220,Urban,Concrete,15.08,0.0,73.76,Clear,Night_Dark,38.33,Severe,25.61,47.85,1.534,0.946,0.9,0.45,0.95
SC00221,Urban,Asphalt,15.92,4.39,145.13,Cloudy,Dusk,45.09,Severe,18.25,66.45,1605.33,1.065,1.0,0.18,0.8
SC00222,Urban,Asphalt,11.39,0.0,45.06,Clear,Daylight,33.02,Moderate,27.43,52.1,39656.847,0.657,1.0,0.18,0.8
SC00223,Rural,Dirt,9.99,0.0,27.69,Clear,Dawn,67.33,Moderate,31.3,67.88,438.341,0.912,2.3,0.24,0.72
SC00224,Rural,Dirt,8.32,0.0,10.94,Clear,Dusk,78.26,Moderate,28.8,39.6,4544.491,1.044,2.3,0.24,0.72
SC00225,Rural,Concrete,6.18,0.75,113.71,Cloudy,Night_Dark,40.59,Moderate,24.33,65.74,4.142,0.73,1.035,0.45,0.95
SC00226,Urban,Asphalt,13.29,0.0,139.67,Foggy,Night_Streetlights,20.54,Moderate,17.46,94.86,110.961,0.735,1.0,0.18,0.8
SC00227,Urban,Asphalt,17.55,0.0,68.72,Cloudy,Dusk,28.62,Severe,19.28,57.49,3093.41,1.055,1.0,0.18,0.8
SC00228,Urban,Concrete,6.29,1.03,166.99,Foggy,Daylight,31.75,Moderate,18.05,98.94,13241.81,0.872,0.9,0.45,0.95
SC00229,Rural,Concrete,14.23,0.0,4.89,Clear,Daylight,66.98,Severe,34.23,41.38,42085.917,0.755,1.035,0.45,0.95
SC00230,Urban,Concrete,14.36,2.09,180.32,Drizzle,Daylight,30.99,Severe,18.55,88.92,42376.954,0.882,0.9,0.45,0.95
SC00231,Urban,Asphalt,14.49,0.0,7.68,Clear,Dusk,37.1,Severe,22.17,44.58,1319.847,0.704,1.0,0.18,0.8
SC00232,Urban,Dirt,8.93,2.49,77.88,Drizzle,Daylight,27.7,Moderate,18.67,75.09,45510.955,0.989,2.0,0.24,0.72
SC00233,Rural,Concrete,13.91,0.0,170.65,Foggy,Night_Dark,49.83,Severe,24.07,91.86,1.452,0.749,1.035,0.45,0.95
SC00234,Urban,Asphalt,5.64,0.0,130.56,Mist,Night_Streetlights,33.14,Moderate,28.78,97.04,41.733,1.044,1.0,0.18,0.8
SC00235,Rural,Asphalt,19.22,6.41,161.31,Mist,Dawn,46.97,Severe,24.61,92.79,1818.273,1.006,1.15,0.18,0.8
SC00236,Urban,Gravel,12.87,0.0,133.87,Mist,Dawn,30.21,Moderate,18.45,97.99,5661.44,0.945,1.55,0.32,0.9
SC00237,Urban,Asphalt,8.1,0.0,1.17,Clear,Daylight,43.43,Moderate,22.66,41.37,37302.566,1.055,1.0,0.18,0.8
SC00238,Urban,Dirt,16.25,0.0,64.95,Clear,Night_Streetlights,41.45,Severe,33.34,49.23,198.005,0.768,2.0,0.24,0.72
SC00239,Urban,Asphalt,17.05,0.0,82.26,Clear,Daylight,36.43,Severe,22.19,69.31,36383.902,1.061,1.0,0.18,0.8
SC00240,Urban,Gravel,9.04,0.0,90.3,Drizzle,Daylight,35.79,Moderate,26.76,90.53,26724.102,1.247,1.55,0.32,0.9
SC00241,Urban,Mud,17.65,4.98,188.02,Drizzle,Night_Dark,24.01,Severe,24.0,76.02,4.398,0.792,2.35,0.12,0.62
SC00242,Urban,Dirt,15.61,5.05,174.48,Rainy,Night_Streetlights,20.28,Severe,19.02,79.38,9.155,1.001,2.0,0.24,0.72
SC00243,Rural,Gravel,9.71,0.0,84.74,Mist,Dusk,49.73,Moderate,24.96,89.17,3098.533,0.748,1.7825,0.32,0.9
SC00244,Rural,Asphalt,17.13,2.27,73.77,Cloudy,Daylight,63.63,Severe,24.15,78.64,17072.185,0.927,1.15,0.18,0.8
SC00245,Urban,Concrete,7.43,0.0,17.73,Clear,Night_Dark,23.42,Low,22.72,43.71,2.504,0.947,0.9,0.45,0.95
SC00246,Urban,Gravel,5.43,0.0,116.35,Cloudy,Daylight,25.37,Low,22.43,65.56,24136.348,0.964,1.55,0.32,0.9
SC00247,Urban,Concrete,8.89,1.89,25.61,Clear,Daylight,31.68,Moderate,26.37,56.27,16975.801,0.849,0.9,0.45,0.95
SC00248,Rural,Asphalt,8.6,0.0,61.74,Cloudy,Daylight,50.07,Moderate,18.07,73.4,35399.037,0.647,1.15,0.18,0.8
SC00249,Urban,Asphalt,11.29,0.0,409.8,Thunderstorm,Night_Streetlights,23.64,Moderate,23.25,93.37,93.645,1.461,1.0,0.18,0.8
SC00250,Urban,Concrete,10.8,0.0,161.76,Mist,Night_Streetlights,31.75,Moderate,22.25,79.34,143.685,0.754,0.9,0.45,0.95
SC00251,Rural,Mud,10.1,0.0,158.26,Foggy,Daylight,64.48,Moderate,20.96,95.54,23098.727,1.151,2.7025,0.12,0.62
SC00252,Urban,Dirt,9.23,0.0,79.7,Cloudy,Daylight,41.85,Moderate,26.61,70.0,30522.26,0.831,2.0,0.24,0.72
SC00253,Urban,Asphalt,16.8,0.0,135.96,Drizzle,Night_Streetlights,22.63,Severe,20.3,81.53,75.235,0.926,1.0,0.18,0.8
SC00254,Urban,Asphalt,8.72,2.56,149.66,Drizzle,Dawn,19.73,Moderate,25.71,78.0,2065.033,1.11,1.0,0.18,0.8
SC00255,Rural,Mud,9.01,0.0,36.23,Clear,Night_Streetlights,62.57,Moderate,20.65,63.35,47.554,1.086,2.7025,0.12,0.62
SC00256,Rural,Asphalt,12.24,0.0,20.57,Clear,Daylight,66.73,Severe,29.17,59.22,44452.779,1.002,1.15,0.18,0.8
SC00257,Urban,Concrete,7.02,0.0,122.11,Cloudy,Dusk,19.5,Low,20.43,76.01,3905.493,0.737,0.9,0.45,0.95
SC00258,Rural,Concrete,14.52,6.49,149.52,Rainy,Daylight,34.98,Severe,20.04,89.3,20529.325,1.316,1.035,0.45,0.95
SC00259,Urban,Concrete,13.47,0.0,24.37,Clear,Night_Dark,31.45,Moderate,21.99,53.96,4.15,1.021,0.9,0.45,0.95
SC00260,Urban,Concrete,4.54,0.0,56.88,Clear,Daylight,17.5,Low,32.01,55.9,33057.067,0.555,0.9,0.45,0.95
SC00261,Rural,Asphalt,12.21,0.0,73.84,Cloudy,Night_Dark,52.87,Moderate,21.21,66.48,2.423,1.053,1.15,0.18,0.8
SC00262,Urban,Asphalt,14.84,4.51,140.54,Drizzle,Night_Streetlights,28.12,Severe,18.25,70.71,226.723,1.052,1.0,0.18,0.8
SC00263,Urban,Dirt,8.96,4.49,287.45,Rainy,Night_Dark,33.82,Severe,23.6,89.39,2.357,1.192,2.0,0.24,0.72
SC00264,Urban,Gravel,10.06,2.66,385.64,Thunderstorm,Daylight,25.1,Moderate,20.31,90.5,22020.309,1.201,1.55,0.32,0.9
SC00265,Rural,Gravel,14.87,0.0,280.6,Rainy,Dusk,42.13,Severe,17.09,80.03,1533.494,1.275,1.7825,0.32,0.9
SC00266,Urban,Gravel,6.26,3.08,183.72,Rainy,Daylight,33.5,Moderate,19.7,83.46,24122.692,1.303,1.55,0.32,0.9
SC00267,Rural,Concrete,5.91,0.0,130.18,Drizzle,Night_Dark,63.99,Moderate,21.12,77.34,0.531,1.17,1.035,0.45,0.95
SC00268,Urban,Asphalt,16.02,0.0,69.36,Cloudy,Dusk,37.78,Severe,26.52,66.96,2848.983,0.697,1.0,0.18,0.8
SC00269,Urban,Concrete,7.48,0.0,36.1,Clear,Night_Streetlights,38.86,Moderate,20.4,55.02,119.382,0.772,0.9,0.45,0.95
SC00270,Urban,Mud,9.66,1.14,63.47,Clear,Daylight,26.55,Moderate,28.37,55.34,22831.036,0.931,2.35,0.12,0.62
SC00271,Urban,Asphalt,7.46,0.0,67.92,Cloudy,Night_Streetlights,29.27,Moderate,25.92,69.37,74.433,1.088,1.0,0.18,0.8
SC00272,Urban,Mud,7.74,0.0,182.71,Mist,Daylight,27.87,Moderate,18.9,90.43,18769.675,1.09,2.35,0.12,0.62
SC00273,Urban,Concrete,5.11,0.0,64.38,Cloudy,Night_Streetlights,34.35,Moderate,17.73,85.86,124.56,0.959,0.9,0.45,0.95
SC00274,Urban,Asphalt,11.23,0.0,54.34,Cloudy,Daylight,37.35,Moderate,24.91,62.26,35185.277,0.964,1.0,0.18,0.8
SC00275,Urban,Asphalt,6.53,0.0,15.35,Clear,Night_Streetlights,23.93,Low,20.84,44.02,56.881,0.695,1.0,0.18,0.8
SC00276,Urban,Concrete,5.17,1.55,298.93,Rainy,Daylight,26.65,Moderate,14.52,90.41,46981.616,1.293,0.9,0.45,0.95
SC00277,Urban,Concrete,13.14,1.43,21.57,Clear,Dusk,47.56,Severe,24.07,51.44,1004.314,0.646,0.9,0.45,0.95
SC00278,Urban,Asphalt,13.33,3.41,98.62,Foggy,Daylight,34.74,Severe,21.26,86.91,25804.969,0.891,1.0,0.18,0.8
SC00279,Rural,Concrete,7.66,0.0,82.64,Clear,Night_Streetlights,50.19,Moderate,25.21,62.57,153.487,0.907,1.035,0.45,0.95
SC00280,Urban,Gravel,16.87,6.32,223.66,Rainy,Dawn,33.76,Severe,22.39,81.56,2646.915,0.983,1.55,0.32,0.9
SC00281,Urban,Asphalt,6.94,0.0,114.9,Foggy,Night_Dark,28.0,Moderate,15.12,88.56,1.243,1.038,1.0,0.18,0.8
SC00282,Rural,Concrete,18.06,0.0,115.68,Drizzle,Dusk,55.09,Severe,23.58,71.97,2982.833,0.837,1.035,0.45,0.95
SC00283,Urban,Asphalt,11.34,0.0,40.5,Cloudy,Night_Streetlights,36.32,Moderate,19.9,76.6,166.961,1.078,1.0,0.18,0.8
SC00284,Urban,Asphalt,5.45,0.0,46.58,Clear,Night_Dark,31.8,Moderate,23.19,51.32,2.978,0.796,1.0,0.18,0.8
SC00285,Urban,Dirt,12.32,1.61,40.48,Clear,Dusk,15.34,Moderate,20.47,54.76,2798.293,0.718,2.0,0.24,0.72
SC00286,Urban,Concrete,9.58,2.94,204.14,Rainy,Night_Dark,30.17,Moderate,21.9,87.44,2.344,1.215,0.9,0.45,0.95
SC00287,Rural,Asphalt,14.62,0.0,24.74,Clear,Daylight,57.98,Severe,28.68,36.73,20046.3,0.627,1.15,0.18,0.8
SC00288,Rural,Gravel,7.72,0.0,30.31,Clear,Night_Streetlights,56.18,Moderate,29.73,57.88,43.107,0.778,1.7825,0.32,0.9
SC00289,Rural,Mud,10.33,0.0,193.4,Drizzle,Night_Streetlights,42.73,Moderate,21.99,81.45,30.583,1.214,2.7025,0.12,0.62
SC00290,Urban,Dirt,7.59,0.0,154.03,Drizzle,Night_Dark,23.6,Moderate,21.16,82.52,3.446,0.977,2.0,0.24,0.72
SC00291,Rural,Asphalt,8.71,0.0,197.6,Mist,Night_Streetlights,49.17,Moderate,17.74,85.6,131.829,1.099,1.15,0.18,0.8
SC00292,Rural,Asphalt,16.69,0.0,98.89,Mist,Night_Streetlights,52.51,Severe,19.52,84.44,126.505,1.239,1.15,0.18,0.8
SC00293,Rural,Concrete,9.19,2.15,128.39,Drizzle,Night_Streetlights,56.2,Moderate,23.29,79.59,141.664,1.163,1.035,0.45,0.95
SC00294,Rural,Asphalt,4.73,1.09,129.73,Foggy,Dusk,54.93,Moderate,16.97,88.96,1509.187,1.112,1.15,0.18,0.8
SC00295,Urban,Concrete,14.38,7.99,249.2,Rainy,Dawn,35.01,Severe,22.98,88.82,2065.096,1.26,0.9,0.45,0.95
SC00296,Urban,Gravel,9.79,0.0,319.29,Rainy,Night_Dark,26.33,Moderate,21.37,74.56,1.075,1.153,1.55,0.32,0.9
SC00297,Rural,Gravel,12.91,0.0,199.82,Foggy,Night_Dark,51.06,Severe,20.77,94.82,4.143,0.812,1.7825,0.32,0.9
SC00298,Urban,Asphalt,10.91,0.0,32.38,Clear,Daylight,34.74,Moderate,21.35,54.25,23014.469,0.732,1.0,0.18,0.8
SC00299,Urban,Gravel,5.46,0.0,44.55,Clear,Daylight,36.68,Moderate,26.39,53.97,25819.827,0.981,1.55,0.32,0.9
SC00300,Urban,Asphalt,10.83,0.0,39.14,Clear,Dawn,23.02,Moderate,22.98,44.53,2444.194,0.748,1.0,0.18,0.8
SC00301,Rural,Asphalt,14.53,0.0,60.59,Drizzle,Night_Dark,58.4,Severe,21.61,88.9,2.18,1.042,1.15,0.18,0.8
SC00302,Urban,Mud,16.94,0.0,86.03,Cloudy,Night_Dark,29.07,Severe,28.53,75.63,1.413,1.042,2.35,0.12,0.62
SC00303,Urban,Asphalt,10.91,0.0,94.63,Mist,Daylight,37.59,Moderate,21.55,73.81,15607.699,1.052,1.0,0.18,0.8
SC00304,Rural,Gravel,11.14,0.0,143.18,Cloudy,Daylight,65.01,Severe,25.07,80.8,38537.039,0.685,1.7825,0.32,0.9
SC00305,Urban,Concrete,14.09,0.0,41.69,Clear,Dawn,27.62,Moderate,23.54,49.6,3866.725,0.788,0.9,0.45,0.95
SC00306,Urban,Asphalt,11.95,0.0,138.19,Drizzle,Night_Streetlights,35.28,Moderate,17.67,89.7,42.818,1.133,1.0,0.18,0.8
SC00307,Urban,Asphalt,9.86,3.87,215.11,Rainy,Daylight,22.49,Moderate,20.19,92.47,31246.192,1.374,1.0,0.18,0.8
SC00308,Urban,Asphalt,13.22,0.0,190.69,Mist,Night_Streetlights,30.08,Severe,21.69,79.43,13.233,1.008,1.0,0.18,0.8
SC00309,Rural,Concrete,15.95,0.0,76.4,Cloudy,Night_Streetlights,61.18,Severe,23.86,57.62,59.545,1.059,1.035,0.45,0.95
SC00310,Urban,Asphalt,14.97,0.0,267.78,Foggy,Night_Streetlights,28.77,Severe,20.36,89.02,35.128,0.704,1.0,0.18,0.8
SC00311,Urban,Gravel,12.35,2.8,125.52,Cloudy,Daylight,29.91,Moderate,23.3,69.84,24438.283,0.921,1.55,0.32,0.9
SC00312,Urban,Concrete,3.76,0.0,61.3,Cloudy,Daylight,38.31,Moderate,23.17,76.27,18896.162,1.003,0.9,0.45,0.95
SC00313,Urban,Dirt,11.27,2.52,116.61,Cloudy,Daylight,41.39,Severe,19.63,68.08,23254.489,1.087,2.0,0.24,0.72
SC00314,Urban,Asphalt,4.93,0.0,31.02,Clear,Dusk,35.33,Moderate,31.89,53.46,2494.969,1.099,1.0,0.18,0.8
SC00315,Rural,Concrete,13.78,0.0,67.34,Cloudy,Daylight,56.4,Severe,23.84,64.81,29899.243,0.964,1.035,0.45,0.95
SC00316,Rural,Dirt,10.91,0.0,97.79,Drizzle,Daylight,67.62,Severe,23.22,91.45,38076.817,0.966,2.3,0.24,0.72
SC00317,Urban,Asphalt,9.63,1.91,181.4,Drizzle,Dawn,29.43,Moderate,21.78,80.23,1079.658,1.239,1.0,0.18,0.8
SC00318,Rural,Asphalt,14.7,4.07,97.08,Drizzle,Night_Streetlights,58.06,Severe,20.98,83.37,162.485,0.984,1.15,0.18,0.8
SC00319,Rural,Asphalt,15.26,0.0,128.55,Drizzle,Daylight,56.96,Severe,22.01,73.42,20099.403,0.742,1.15,0.18,0.8
SC00320,Urban,Concrete,13.07,1.37,61.13,Clear,Daylight,37.88,Severe,26.29,51.77,21647.794,0.639,0.9,0.45,0.95
SC00321,Urban,Dirt,7.38,0.0,8.85,Clear,Dusk,35.01,Moderate,19.51,45.99,1297.399,1.077,2.0,0.24,0.72
SC00322,Urban,Concrete,12.42,0.0,13.1,Clear,Night_Streetlights,32.73,Moderate,34.86,63.28,52.941,1.007,0.9,0.45,0.95
SC00323,Rural,Concrete,12.39,3.04,148.21,Foggy,Daylight,49.19,Severe,20.67,88.02,26556.624,0.71,1.035,0.45,0.95
SC00324,Rural,Asphalt,7.22,1.88,141.12,Drizzle,Daylight,36.85,Moderate,24.4,81.02,18192.375,0.965,1.15,0.18,0.8
SC00325,Urban,Asphalt,13.81,0.0,167.99,Foggy,Night_Dark,27.33,Moderate,15.06,92.18,1.018,1.091,1.0,0.18,0.8
SC00326,Urban,Gravel,13.63,0.0,85.3,Drizzle,Night_Streetlights,23.79,Moderate,21.84,75.89,169.0,0.856,1.55,0.32,0.9
SC00327,Urban,Dirt,14.02,0.0,15.35,Clear,Night_Streetlights,17.24,Moderate,28.11,57.02,71.549,0.749,2.0,0.24,0.72
SC00328,Urban,Asphalt,10.1,0.0,23.87,Clear,Night_Streetlights,37.05,Moderate,29.36,50.23,149.677,0.815,1.0,0.18,0.8
SC00329,Urban,Asphalt,9.4,0.0,54.02,Clear,Daylight,41.28,Moderate,28.17,58.84,28263.628,0.935,1.0,0.18,0.8
SC00330,Urban,Asphalt,11.26,0.0,100.93,Cloudy,Daylight,25.61,Moderate,29.8,47.29,16973.422,0.68,1.0,0.18,0.8
SC00331,Urban,Mud,6.09,0.77,88.85,Clear,Daylight,35.76,Moderate,26.71,57.72,32933.417,1.07,2.35,0.12,0.62
SC00332,Urban,Dirt,12.36,0.0,66.93,Cloudy,Daylight,19.85,Moderate,24.62,67.59,22310.735,0.693,2.0,0.24,0.72
SC00333,Urban,Asphalt,19.26,0.0,28.06,Clear,Daylight,31.63,Severe,27.37,52.66,38118.603,0.588,1.0,0.18,0.8
SC00334,Urban,Asphalt,9.44,0.0,140.25,Foggy,Night_Dark,30.78,Moderate,17.37,97.1,2.042,0.794,1.0,0.18,0.8
SC00335,Urban,Asphalt,17.0,0.0,81.39,Clear,Daylight,41.94,Severe,30.2,54.02,36408.247,1.081,1.0,0.18,0.8
SC00336,Rural,Concrete,10.41,4.47,117.97,Rainy,Night_Dark,39.71,Moderate,16.57,89.87,4.654,1.19,1.035,0.45,0.95
SC00337,Urban,Asphalt,4.08,0.0,299.58,Thunderstorm,Dusk,19.07,Low,24.35,92.32,895.628,1.499,1.0,0.18,0.8
SC00338,Urban,Concrete,17.0,0.0,180.87,Mist,Daylight,29.32,Severe,18.58,90.57,44781.306,0.774,0.9,0.45,0.95
SC00339,Urban,Asphalt,6.56,0.0,147.64,Drizzle,Daylight,34.63,Moderate,22.85,85.41,31111.985,0.723,1.0,0.18,0.8
SC00340,Urban,Concrete,15.82,0.0,129.32,Drizzle,Night_Dark,43.55,Severe,26.13,76.96,0.999,1.017,0.9,0.45,0.95
SC00341,Rural,Asphalt,10.8,0.0,98.91,Cloudy,Dusk,46.19,Moderate,30.21,71.89,2188.242,0.979,1.15,0.18,0.8
SC00342,Urban,Asphalt,11.89,3.31,104.99,Drizzle,Daylight,31.49,Severe,22.84,78.66,29796.713,0.816,1.0,0.18,0.8
SC00343,Urban,Gravel,7.63,1.91,102.15,Mist,Daylight,21.41,Moderate,19.32,82.28,27854.054,0.879,1.55,0.32,0.9
SC00344,Rural,Asphalt,7.58,0.0,94.04,Clear,Night_Streetlights,67.73,Moderate,26.66,57.99,150.036,0.715,1.15,0.18,0.8
SC00345,Urban,Concrete,5.67,0.0,81.07,Cloudy,Night_Streetlights,36.06,Moderate,23.3,63.19,77.526,0.908,0.9,0.45,0.95
SC00346,Urban,Mud,15.25,0.0,19.95,Clear,Daylight,35.08,Severe,28.05,43.15,40004.064,0.745,2.35,0.12,0.62
SC00347,Urban,Concrete,9.73,4.34,154.36,Rainy,Night_Dark,23.3,Moderate,23.66,85.04,2.245,1.122,0.9,0.45,0.95
SC00348,Urban,Dirt,9.14,0.0,23.45,Clear,Daylight,36.34,Moderate,23.72,50.99,44198.348,0.75,2.0,0.24,0.72
SC00349,Rural,Concrete,4.66,0.0,96.58,Cloudy,Daylight,72.28,Moderate,25.62,53.9,20146.969,0.657,1.035,0.45,0.95
SC00350,Rural,Asphalt,9.87,0.0,82.58,Drizzle,Dawn,47.77,Moderate,18.9,83.4,5699.734,0.87,1.15,0.18,0.8
SC00351,Urban,Asphalt,14.76,6.76,276.21,Rainy,Daylight,26.56,Severe,20.83,97.35,31083.969,0.927,1.0,0.18,0.8
SC00352,Rural,Asphalt,11.73,5.25,219.6,Rainy,Daylight,50.61,Severe,22.06,84.49,25530.395,1.101,1.15,0.18,0.8
SC00353,Urban,Gravel,9.01,2.51,117.46,Cloudy,Daylight,30.52,Moderate,23.47,47.87,48092.056,1.121,1.55,0.32,0.9
SC00354,Urban,Concrete,8.25,1.46,76.33,Cloudy,Daylight,34.81,Moderate,22.77,57.71,38126.603,0.814,0.9,0.45,0.95
SC00355,Urban,Asphalt,13.67,0.0,112.15,Cloudy,Daylight,37.13,Severe,21.6,73.13,41346.093,0.827,1.0,0.18,0.8
SC00356,Urban,Dirt,11.94,0.0,93.0,Cloudy,Night_Streetlights,26.47,Moderate,16.72,52.01,102.87,0.702,2.0,0.24,0.72
SC00357,Urban,Asphalt,8.26,3.29,188.89,Rainy,Night_Streetlights,26.31,Moderate,23.57,99.24,91.995,1.264,1.0,0.18,0.8
SC00358,Rural,Asphalt,13.82,6.74,285.22,Thunderstorm,Dawn,46.46,Severe,25.77,92.47,1563.518,1.376,1.15,0.18,0.8
SC00359,Rural,Asphalt,5.0,0.0,107.8,Cloudy,Night_Streetlights,57.96,Moderate,30.44,66.62,128.226,0.772,1.15,0.18,0.8
SC00360,Urban,Asphalt,10.98,0.0,46.22,Clear,Night_Dark,26.79,Moderate,31.5,63.12,0.988,0.612,1.0,0.18,0.8
SC00361,Urban,Concrete,6.77,0.0,4.23,Clear,Daylight,20.42,Low,29.76,51.69,32891.078,0.754,0.9,0.45,0.95
SC00362,Urban,Asphalt,16.57,0.0,45.24,Clear,Night_Streetlights,21.47,Moderate,28.0,57.42,151.475,0.619,1.0,0.18,0.8
SC00363,Rural,Asphalt,14.25,0.0,128.69,Foggy,Night_Streetlights,53.7,Severe,18.92,86.14,181.318,0.917,1.15,0.18,0.8
SC00364,Urban,Asphalt,7.71,3.75,178.74,Rainy,Daylight,34.31,Moderate,25.1,88.72,15803.006,0.851,1.0,0.18,0.8
SC00365,Urban,Asphalt,12.16,0.0,57.8,Cloudy,Dawn,18.62,Moderate,27.59,74.12,2069.733,0.997,1.0,0.18,0.8
SC00366,Urban,Concrete,10.76,0.0,92.14,Cloudy,Dusk,30.03,Moderate,25.01,55.45,2418.007,0.637,0.9,0.45,0.95
SC00367,Urban,Dirt,10.65,2.65,167.25,Mist,Daylight,31.48,Moderate,21.46,89.98,23041.598,0.87,2.0,0.24,0.72
SC00368,Urban,Concrete,10.7,0.0,247.86,Thunderstorm,Daylight,27.46,Moderate,18.44,87.83,49398.294,1.112,0.9,0.45,0.95
